/* DATA DESCRIPTION:
Citation:	Channell, James E T; Hodell, David A; Xuang, Chuang; Mazaud, Alain; Stoner, Joseph S (2008): Susceptibility of IODP Site 303-U1308 [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.808946, 
	In supplement to: Channell, JET et al. (2008): Age calibrated relative paleointensity for the last 1.5 Myr from IODP Site U1308 (North Atlantic). Earth and Planetary Science Letters, 274, 59-71, https://doi.org/10.1016/j.epsl.2008.07.005
Related to:	Channell, James E T; Hodell, David A (2013): Magnetic signatures of Heinrich-like detrital layers in the Quaternary of the North Atlantic. Earth and Planetary Science Letters, 369-370, 260-270, https://doi.org/10.1016/j.epsl.2013.03.034
	Channell, James E T; Hodell, David A; Romero, Oscar E; Hillaire-Marcel, Claude; de Vernal, Anne; Stoner, Joseph S; Mazaud, Alain; Röhl, Ursula (2012): A 750-kyr detrital-layer stratigraphy for the North Atlantic (IODP Sites U1302–U1303, Orphan Knoll, Labrador Sea). Earth and Planetary Science Letters, 317-318, 218-230, https://doi.org/10.1016/j.epsl.2011.11.029
	Hodell, David A; Channell, James E T; Curtis, Jason H; Romero, Oscar E; Röhl, Ursula (2008): Onset of 'Hudson Strait' Heinrich Events in the eastern North Atlantic at the end of the middle Pleistocene transition (~640 ka)? Paleoceanography, 23(4), PA4218, https://doi.org/10.1029/2008PA001591
Project(s):	Integrated Ocean Drilling Program / International Ocean Discovery Program (IODP) (URI: https://www.iodp.org/)
Coverage:	LATITUDE: 49.877760 * LONGITUDE: -24.238110
	DATE/TIME START: 2004-10-30T00:00:00 * DATE/TIME END: 2004-10-30T00:00:00
	MINIMUM ELEVATION: -3871.0 m * MAXIMUM ELEVATION: -3871.0 m
Event(s):	303-U1308 * LATITUDE: 49.877760 * LONGITUDE: -24.238110 * DATE/TIME: 2004-10-30T00:00:00 * ELEVATION: -3871.0 m * PENETRATION: 1253.5 m * RECOVERY: 1246 m * LOCATION: North Atlantic Ocean * CAMPAIGN: Exp303 (North Atlantic Climate 1) * BASIS: Joides Resolution (URI: https://www-odp.tamu.edu:443/resolutn.html) * METHOD/DEVICE: Composite Core (COMPCORE) * COMMENT: 134 cores; 1246.0 m cored; 7.5 m drilled; 95.4 % recovery
Parameter(s):	Depth, composite [mcd] (Depth comp) * PI: Channell, James E T (https://orcid.org/0000-0003-2382-3985, jetc@ufl.edu, http://www.geology.ufl.edu/Channell/index.html) * METHOD/DEVICE: Intercore correlation
	Magnetic susceptibility, volume [10**-6 SI] (kappa) * PI: Channell, James E T (https://orcid.org/0000-0003-2382-3985, jetc@ufl.edu, http://www.geology.ufl.edu/Channell/index.html)
	ARM Susceptibility/susceptibility ratio [A/m] (ARM/kappa) * PI: Channell, James E T (https://orcid.org/0000-0003-2382-3985, jetc@ufl.edu, http://www.geology.ufl.edu/Channell/index.html)
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	32289 data points
*/
Depth comp [mcd]	kappa [10**-6 SI]	ARM/kappa [A/m]
9.37	500.0	2.171
9.38	528.6	2.054
9.39	571.7	1.895
9.40	577.5	1.871
9.41	538.8	1.992
9.42	513.8	2.054
9.43	499.5	2.073
9.44	478.7	2.111
9.45	467.1	2.098
9.46	469.5	2.018
9.47	481.3	1.916
9.48	495.1	1.833
9.49	507.5	1.788
9.50	507.0	1.805
9.51	501.2	1.845
9.52	491.8	1.891
9.53	477.8	1.941
9.54	471.2	1.936
9.55	468.8	1.908
9.56	465.2	1.886
9.57	464.6	1.861
9.58	467.3	1.834
9.59	460.0	1.847
9.60	453.7	1.861
9.61	473.6	1.778
9.62	510.3	1.645
9.63	539.8	1.560
9.64	546.0	1.537
9.65	556.8	1.499
9.66	577.9	1.422
9.67	564.3	1.421
9.68	529.4	1.472
9.69	519.2	1.448
9.70	518.5	1.401
9.71	508.7	1.378
9.72	504.8	1.349
9.73	506.6	1.310
9.74	495.6	1.308
9.75	487.8	1.308
9.76	501.8	1.252
9.77	541.6	1.160
9.78	592.2	1.074
9.79	631.2	1.039
9.80	644.3	1.057
9.81	632.5	1.112
9.82	620.2	1.167
9.83	602.6	1.222
9.84	589.6	1.266
9.85	598.0	1.265
9.86	610.4	1.260
9.87	607.8	1.286
9.88	589.5	1.339
9.89	578.1	1.369
9.90	598.8	1.322
9.91	632.4	1.256
9.92	614.3	1.301
9.93	566.8	1.415
9.94	556.4	1.445
9.95	584.3	1.385
9.96	620.3	1.329
9.97	607.3	1.390
9.98	568.9	1.524
9.99	538.5	1.643
10.00	520.4	1.719
10.01	501.2	1.780
10.02	466.2	1.892
10.03	429.0	2.009
10.04	393.8	2.119
10.05	352.0	2.271
10.06	332.8	2.296
10.07	342.4	2.129
10.08	357.4	1.962
10.09	371.7	1.832
10.10	386.9	1.734
10.11	399.9	1.678
10.12	406.8	1.680
10.13	414.3	1.686
10.14	407.5	1.770
10.15	378.0	1.982
10.16	350.3	2.239
10.17	342.5	2.400
10.18	355.6	2.438
10.19	377.8	2.401
10.20	395.7	2.401
10.21	411.1	2.409
10.22	436.6	2.348
10.23	478.2	2.197
10.24	525.8	2.027
10.25	557.0	1.918
10.26	558.9	1.898
10.27	551.6	1.891
10.28	555.0	1.848
10.29	554.3	1.805
10.35	297.6	2.491
10.36	296.8	2.801
10.37	284.4	3.096
10.38	268.5	3.342
10.39	252.6	3.532
10.40	237.3	3.679
10.41	221.4	3.821
10.42	215.1	3.656
10.43	206.2	3.852
10.44	195.5	4.037
10.45	180.0	4.301
10.46	168.4	4.464
10.47	175.1	4.206
10.48	188.6	3.864
10.49	198.1	3.692
10.50	208.6	3.518
10.51	223.4	3.307
10.52	246.8	3.014
10.53	275.5	2.709
10.54	309.7	2.426
10.55	347.8	2.175
10.56	364.8	2.081
10.57	352.8	2.151
10.58	341.1	2.196
10.59	345.9	2.136
10.60	365.4	2.029
10.61	384.4	1.968
10.62	393.2	2.007
10.63	386.4	2.133
10.64	395.5	2.167
10.65	428.0	2.073
10.66	455.2	2.004
10.67	465.1	1.999
10.68	463.8	2.026
10.69	463.8	2.027
10.70	458.5	2.039
10.71	431.8	2.148
10.72	392.9	2.316
10.73	391.6	2.285
10.74	455.4	1.987
10.75	555.3	1.706
10.76	636.4	1.588
10.77	688.6	1.558
10.78	702.3	1.603
10.79	687.2	1.693
10.80	663.9	1.798
10.81	640.4	1.880
10.82	621.2	1.946
10.83	588.2	2.038
10.84	537.9	2.182
10.85	504.3	2.273
10.86	488.4	2.300
10.87	498.9	2.232
10.88	546.7	2.050
10.89	585.5	1.957
10.90	576.0	2.042
10.91	547.3	2.195
10.92	525.4	2.320
10.93	530.9	2.324
10.94	564.5	2.217
10.95	601.5	2.110
10.96	631.0	2.039
10.97	641.5	2.018
10.98	619.7	2.093
10.99	591.3	2.180
11.00	573.5	2.226
11.01	580.6	2.182
11.02	603.3	2.091
11.03	615.1	2.055
11.04	622.8	2.038
11.05	633.7	2.007
11.06	639.2	1.986
11.07	635.4	1.989
11.08	620.5	2.021
11.09	586.9	2.111
11.10	551.1	2.212
11.11	534.6	2.243
11.12	549.4	2.173
11.13	589.9	2.062
11.14	618.2	2.037
11.15	627.2	2.088
11.16	631.2	2.142
11.17	628.0	2.209
11.18	627.1	2.260
11.19	627.9	2.314
11.20	628.8	2.366
11.21	622.1	2.440
11.22	611.5	2.511
11.23	615.4	2.508
11.24	632.0	2.438
11.25	658.9	2.319
11.26	668.6	2.259
11.27	622.0	2.384
11.28	555.2	2.617
11.29	518.8	2.747
11.30	512.2	2.738
11.31	505.8	2.738
11.32	483.4	2.823
11.33	464.3	2.874
11.34	455.6	2.857
11.35	427.1	2.960
11.36	401.0	3.052
11.37	405.1	2.934
11.38	419.1	2.782
11.39	414.8	2.788
11.40	404.8	2.831
11.41	391.1	2.886
11.42	360.6	3.060
11.43	325.4	3.275
11.44	304.3	3.353
11.45	298.6	3.274
11.46	293.7	3.209
11.47	288.2	3.183
11.48	284.8	3.150
11.49	280.4	3.155
11.50	270.4	3.244
11.51	262.8	3.308
11.52	264.1	3.274
11.53	262.1	3.289
11.54	255.7	3.362
11.55	253.7	3.368
11.56	260.4	3.253
11.57	272.2	3.084
11.58	285.8	2.929
11.59	304.2	2.768
11.60	333.6	2.539
11.61	376.3	2.271
11.62	383.1	2.244
11.63	351.4	2.439
11.64	335.1	2.528
11.65	327.0	2.544
11.66	322.6	2.540
11.67	324.8	2.484
11.68	332.3	2.382
11.69	344.6	2.261
11.70	354.1	2.158
11.71	352.4	2.118
11.72	339.6	2.146
11.73	336.0	2.132
11.74	355.2	1.981
11.75	373.7	1.849
11.76	374.4	1.806
11.77	364.1	1.809
11.78	356.5	1.790
11.79	345.9	1.773
11.80	319.4	1.825
11.81	294.8	1.859
11.82	295.6	1.760
11.83	310.7	1.610
11.89	163.1	2.712
11.90	164.5	3.086
11.91	159.8	3.459
11.92	154.3	3.746
11.93	151.2	3.872
11.94	147.7	3.898
11.95	139.8	3.955
11.96	132.7	3.883
11.97	130.7	3.653
11.98	130.2	3.437
11.99	130.7	3.288
12.00	127.6	3.250
12.01	120.3	3.384
12.02	121.7	3.345
12.03	128.6	3.224
12.04	132.9	3.271
12.05	135.2	3.440
12.06	133.3	3.789
12.07	129.4	4.197
12.08	131.1	4.429
12.09	132.9	4.615
12.10	131.3	4.880
12.11	131.9	4.992
12.12	141.2	4.770
12.13	154.4	4.459
12.14	163.5	4.320
12.15	167.8	4.315
12.16	174.1	4.259
12.17	184.0	4.126
12.18	196.6	3.951
12.19	208.1	3.828
12.20	218.2	3.744
12.21	224.5	3.728
12.22	230.6	3.728
12.23	238.6	3.687
12.24	246.6	3.659
12.25	256.1	3.612
12.26	267.4	3.543
12.27	278.8	3.471
12.28	290.2	3.403
12.29	292.9	3.432
12.30	287.7	3.529
12.31	282.8	3.609
12.32	291.7	3.533
12.33	323.8	3.252
12.34	361.6	3.002
12.35	376.0	2.988
12.36	364.3	3.167
12.37	350.2	3.344
12.38	352.0	3.349
12.39	369.8	3.215
12.40	390.2	3.092
12.41	411.1	2.989
12.42	429.5	2.920
12.43	446.1	2.868
12.44	463.3	2.794
12.45	466.0	2.788
12.46	441.5	2.926
12.47	413.6	3.069
12.48	391.4	3.160
12.49	373.9	3.213
12.50	366.5	3.182
12.51	360.6	3.143
12.52	326.6	3.370
12.53	279.0	3.810
12.54	261.0	3.928
12.55	270.6	3.669
12.56	256.6	3.780
12.57	212.8	4.430
12.58	183.0	4.944
12.59	169.1	5.127
12.60	162.4	5.138
12.61	166.7	4.869
12.62	172.9	4.638
12.63	168.1	4.740
12.64	161.0	4.933
12.65	158.4	5.012
12.66	162.5	4.902
12.67	168.2	4.782
12.68	170.6	4.743
12.69	165.0	4.920
12.70	156.5	5.156
12.71	149.4	5.317
12.72	143.6	5.426
12.73	140.1	5.435
12.74	142.2	5.250
12.75	145.9	5.098
12.76	146.9	5.083
12.77	148.0	5.095
12.78	149.9	5.080
12.79	152.2	5.052
12.80	153.7	5.036
12.81	155.8	5.017
12.82	158.7	4.974
12.83	162.9	4.906
12.84	166.5	4.874
12.85	169.8	4.855
12.86	173.0	4.823
12.87	175.3	4.802
12.88	175.1	4.837
12.89	174.7	4.835
12.90	177.0	4.756
12.91	180.8	4.630
12.92	185.0	4.524
12.93	188.4	4.442
12.94	190.5	4.394
12.95	192.4	4.350
12.96	194.0	4.326
12.97	194.5	4.316
12.98	195.8	4.300
12.99	197.6	4.273
13.00	198.9	4.272
13.01	200.3	4.253
13.02	206.8	4.144
13.03	216.0	3.991
13.04	221.0	3.924
13.05	223.6	3.899
13.06	228.4	3.830
13.07	237.3	3.706
13.08	256.5	3.439
13.09	300.0	2.965
13.10	344.4	2.612
13.11	330.6	2.767
13.12	299.7	3.111
13.13	288.1	3.297
13.14	291.1	3.316
13.15	298.0	3.281
13.16	297.8	3.300
13.17	279.5	3.515
13.18	254.0	3.840
13.19	242.3	3.972
13.20	248.6	3.841
13.21	264.0	3.646
13.22	285.9	3.446
13.23	321.3	3.192
13.24	371.0	2.906
13.25	421.8	2.699
13.26	461.3	2.615
13.27	474.4	2.681
13.28	483.1	2.757
13.29	516.2	2.673
13.30	567.7	2.515
13.31	604.4	2.428
13.32	615.6	2.425
13.33	614.6	2.417
13.39	716.6	1.726
13.40	776.6	1.890
13.41	801.3	2.039
13.42	806.8	2.168
13.43	813.8	2.233
13.44	821.7	2.254
13.45	810.6	2.285
13.46	773.3	2.366
13.47	732.9	2.435
13.48	706.0	2.449
13.49	684.8	2.433
13.50	672.7	2.384
13.51	681.8	2.271
13.52	690.5	2.180
13.53	697.0	2.106
13.54	692.8	2.071
13.55	681.0	2.056
13.56	669.8	2.026
13.57	671.4	1.962
13.58	713.8	1.803
13.59	770.0	1.661
13.60	823.8	1.565
13.61	871.7	1.499
13.62	887.4	1.490
13.63	881.9	1.508
13.64	883.7	1.507
13.65	901.4	1.478
13.66	919.3	1.452
13.67	923.8	1.450
13.68	903.6	1.482
13.69	866.6	1.531
13.70	835.2	1.559
13.71	816.9	1.563
13.72	803.1	1.565
13.73	795.2	1.564
13.74	775.4	1.598
13.75	727.7	1.692
13.76	698.8	1.730
13.77	702.3	1.682
13.78	693.6	1.667
13.79	649.6	1.752
13.80	576.6	1.953
13.81	505.8	2.206
13.82	457.4	2.406
13.83	419.1	2.585
13.84	391.3	2.723
13.85	381.2	2.749
13.86	371.4	2.774
13.87	357.4	2.841
13.88	349.7	2.868
13.89	347.9	2.846
13.90	344.4	2.846
13.91	342.8	2.859
13.92	358.8	2.746
13.93	384.5	2.582
13.94	403.0	2.488
13.95	413.3	2.432
13.96	431.9	2.328
13.97	455.7	2.201
13.98	452.8	2.209
13.99	422.6	2.349
14.00	392.1	2.487
14.01	381.1	2.500
14.02	397.5	2.352
14.03	426.9	2.190
14.04	426.0	2.218
14.05	392.1	2.429
14.06	375.3	2.524
14.07	390.1	2.397
14.08	385.1	2.389
14.09	357.7	2.536
14.10	334.9	2.672
14.11	304.9	2.877
14.12	271.0	3.134
14.13	248.1	3.302
14.14	234.0	3.372
14.15	228.3	3.346
14.16	226.9	3.300
14.17	226.1	3.268
14.18	223.4	3.296
14.19	212.2	3.470
14.20	198.7	3.706
14.21	192.5	3.838
14.22	195.1	3.813
14.23	191.5	3.924
14.24	174.4	4.338
14.25	154.3	4.919
14.26	143.9	5.274
14.27	144.5	5.236
14.28	146.3	5.155
14.29	147.0	5.094
14.30	141.2	5.288
14.31	139.3	5.360
14.32	135.6	5.486
14.33	137.2	5.421
14.34	145.9	5.083
14.35	152.3	4.819
14.36	143.3	5.069
14.37	131.4	5.452
14.38	127.3	5.528
14.39	128.7	5.410
14.40	140.2	4.911
14.41	146.2	4.693
14.42	114.2	6.027
14.43	117.9	5.819
14.44	119.3	5.752
14.45	120.8	5.661
14.46	122.5	5.541
14.47	124.1	5.446
14.48	123.8	5.402
14.49	122.8	5.403
14.50	129.0	5.084
14.51	137.2	4.816
14.52	139.8	4.836
14.53	143.3	4.876
14.54	147.2	4.883
14.55	152.3	4.818
14.56	157.4	4.726
14.57	161.6	4.667
14.58	162.6	4.670
14.59	164.4	4.633
14.60	170.8	4.474
14.61	178.7	4.303
14.62	180.5	4.289
14.63	178.8	4.357
14.64	186.8	4.185
14.65	194.1	4.053
14.66	190.9	4.146
14.67	180.3	4.406
14.68	172.5	4.589
14.69	173.8	4.540
14.70	188.2	4.194
14.71	215.4	3.711
14.72	242.8	3.386
14.73	266.0	3.203
14.74	284.2	3.113
14.75	295.9	3.100
14.76	305.5	3.102
14.77	324.4	3.022
14.78	347.8	2.919
14.79	367.7	2.877
14.80	390.4	2.833
14.81	421.0	2.746
14.82	457.9	2.656
14.83	494.9	2.580
14.84	530.3	2.535
14.85	564.0	2.509
14.86	589.8	2.510
14.87	616.7	2.498
14.88	652.6	2.446
14.89	676.4	2.434
14.90	674.0	2.513
14.91	679.6	2.548
14.92	724.0	2.444
14.93	771.2	2.356
14.94	811.8	2.306
14.95	850.2	2.267
14.96	872.0	2.274
14.97	890.4	2.281
14.98	913.3	2.270
14.99	922.5	2.286
15.00	916.4	2.329
15.01	907.8	2.364
15.02	907.7	2.370
15.03	917.2	2.357
15.04	928.8	2.343
15.05	964.2	2.281
15.06	1005.2	2.218
15.07	1018.3	2.216
15.08	1000.4	2.266
15.09	941.4	2.376
15.10	874.4	2.469
15.11	851.3	2.400
15.12	845.8	2.261
15.13	837.4	2.128
15.14	840.6	1.964
15.15	868.1	1.766
15.16	908.6	1.566
15.17	958.8	1.376
15.18	1018.5	1.202
15.19	1089.8	1.036
15.20	1176.0	0.872
15.21	1274.7	0.722
15.22	1333.7	0.616
15.23	1346.4	0.545
15.24	1338.2	0.498
15.25	1301.6	0.479
15.26	1254.4	0.487
15.27	1233.7	0.513
15.28	1216.8	0.578
15.29	1167.8	0.706
15.30	1145.1	0.852
15.31	1154.1	0.971
15.32	1103.3	1.123
15.33	1079.2	1.223
15.34	1041.8	1.308
15.35	935.1	1.465
15.36	822.4	1.635
15.37	740.4	1.734
15.38	682.2	1.765
15.39	630.2	1.771
15.40	587.2	1.746
15.41	563.2	1.674
15.42	554.6	1.572
15.43	545.4	1.498
15.44	525.9	1.472
15.45	485.9	1.542
15.46	431.3	1.696
15.47	375.6	1.914
15.48	326.9	2.176
15.49	293.8	2.404
15.50	284.2	2.476
15.51	287.0	2.452
15.52	291.6	2.405
15.53	294.7	2.371
15.54	296.6	2.339
15.55	295.6	2.322
15.56	296.0	2.292
15.57	310.8	2.159
15.58	348.2	1.913
15.59	397.2	1.683
15.60	421.6	1.598
15.61	432.2	1.582
15.62	476.2	1.467
15.63	565.6	1.266
15.64	673.4	1.090
15.65	763.1	0.985
15.66	825.7	0.922
15.67	900.3	0.854
15.68	980.5	0.782
15.69	1013.8	0.749
15.70	1004.3	0.743
15.71	1033.9	0.715
15.72	994.6	0.751
15.73	817.3	0.956
15.74	647.6	1.304
15.75	560.4	1.641
15.76	518.4	1.896
15.77	477.0	2.150
15.83	473.0	2.030
15.84	495.6	2.218
15.85	493.4	2.396
15.86	477.3	2.574
15.87	458.3	2.722
15.88	445.3	2.792
15.89	445.4	2.747
15.90	452.0	2.637
15.91	449.5	2.559
15.92	429.7	2.545
15.93	396.5	2.585
15.94	357.0	2.653
15.95	331.9	2.626
15.96	323.6	2.505
15.97	318.9	2.394
15.98	310.6	2.361
15.99	298.6	2.422
16.00	282.4	2.567
16.01	269.1	2.720
16.02	260.4	2.840
16.03	253.8	2.936
16.04	249.3	3.012
16.05	248.6	3.044
16.06	252.2	3.019
16.07	259.5	2.943
16.08	267.1	2.864
16.09	273.0	2.805
16.10	278.5	2.749
16.11	287.3	2.663
16.12	300.8	2.541
16.13	309.1	2.469
16.14	313.5	2.428
16.15	315.2	2.401
16.16	307.3	2.436
16.17	299.0	2.458
16.18	288.9	2.490
16.19	276.4	2.556
16.20	266.3	2.619
16.21	257.9	2.684
16.22	254.8	2.709
16.23	255.6	2.706
16.24	252.7	2.755
16.25	248.9	2.828
16.26	248.0	2.878
16.27	251.2	2.877
16.28	258.1	2.832
16.29	267.6	2.764
16.30	281.3	2.665
16.31	298.6	2.551
16.32	322.6	2.397
16.33	350.9	2.232
16.34	373.8	2.118
16.35	383.2	2.082
16.36	390.2	2.056
16.37	403.2	1.997
16.38	428.6	1.881
16.39	471.7	1.709
16.40	535.0	1.506
16.41	608.0	1.325
16.42	661.6	1.219
16.43	690.0	1.168
16.44	705.8	1.139
16.45	748.9	1.068
16.46	872.0	0.912
16.47	1062.1	0.743
16.48	1249.8	0.624
16.49	1409.2	0.544
16.50	1565.6	0.478
16.51	1708.9	0.426
16.52	1820.2	0.390
16.53	1927.5	0.360
16.54	2005.3	0.340
16.55	2040.1	0.330
16.56	2025.9	0.330
16.57	1997.8	0.333
16.58	1988.0	0.333
16.59	1979.5	0.330
16.60	1958.3	0.327
16.61	1936.5	0.321
16.62	1925.0	0.311
16.63	1959.6	0.296
16.64	2021.4	0.284
16.65	2038.6	0.285
16.66	2034.0	0.291
16.67	2036.2	0.296
16.68	2024.0	0.304
16.69	2034.6	0.308
16.70	2083.9	0.307
16.71	2096.6	0.310
16.72	2043.9	0.323
16.73	1861.7	0.359
16.74	1472.8	0.455
16.75	978.9	0.677
16.76	614.6	1.061
16.77	463.2	1.411
16.78	426.8	1.601
16.79	420.8	1.754
16.80	417.8	1.928
16.81	423.0	2.056
16.82	442.6	2.107
16.83	466.7	2.132
16.84	495.7	2.136
16.85	518.8	2.152
16.86	524.5	2.216
16.87	530.1	2.258
16.88	543.5	2.247
16.89	556.4	2.230
16.90	569.9	2.211
16.91	579.6	2.203
16.92	587.0	2.200
16.93	584.0	2.226
16.94	564.9	2.300
16.95	548.1	2.343
16.96	543.3	2.309
16.97	520.4	2.342
16.98	492.1	2.409
16.99	475.8	2.439
17.00	477.4	2.405
17.01	477.8	2.396
17.02	467.5	2.447
17.03	459.3	2.486
17.04	468.9	2.424
17.05	498.4	2.263
17.06	547.0	2.040
17.07	591.4	1.864
17.08	593.2	1.840
17.09	578.9	1.869
17.10	581.2	1.840
17.11	600.1	1.757
17.12	603.6	1.718
17.13	596.8	1.709
17.14	604.8	1.652
17.15	631.9	1.554
17.16	652.4	1.479
17.17	653.6	1.450
17.18	646.2	1.443
17.19	639.5	1.438
17.20	622.5	1.462
17.21	600.3	1.497
17.22	590.2	1.499
17.23	596.6	1.463
17.24	613.9	1.418
17.25	627.0	1.389
17.26	620.6	1.388
17.27	592.8	1.399
17.33	679.2	0.999
17.34	704.1	1.124
17.35	701.1	1.240
17.36	693.1	1.342
17.37	714.3	1.372
17.38	728.0	1.398
17.39	701.7	1.476
17.40	694.8	1.472
17.41	720.5	1.388
17.42	756.8	1.312
17.43	771.1	1.300
17.44	747.2	1.352
17.45	716.0	1.394
17.46	701.1	1.377
17.47	694.3	1.343
17.48	692.8	1.313
17.49	691.0	1.309
17.50	681.0	1.340
17.51	669.6	1.396
17.52	671.3	1.449
17.53	690.4	1.474
17.54	721.9	1.473
17.55	718.7	1.549
17.56	696.0	1.668
17.57	685.8	1.748
17.58	691.2	1.756
17.59	700.7	1.729
17.60	695.7	1.712
17.61	677.1	1.715
17.62	656.2	1.716
17.63	639.8	1.720
17.64	633.9	1.725
17.65	640.7	1.726
17.66	647.5	1.747
17.67	641.2	1.799
17.68	616.5	1.896
17.69	572.4	2.033
17.70	525.2	2.182
17.71	486.3	2.295
17.72	452.0	2.419
17.73	431.1	2.507
17.74	428.8	2.509
17.75	440.8	2.452
17.76	440.5	2.476
17.77	412.6	2.650
17.78	384.3	2.819
17.79	364.6	2.923
17.80	360.4	2.908
17.81	364.1	2.830
17.82	360.8	2.814
17.83	351.6	2.852
17.84	340.3	2.902
17.85	335.3	2.908
17.86	340.4	2.821
17.87	350.8	2.715
17.88	356.8	2.656
17.89	352.1	2.677
17.90	335.2	2.804
17.91	308.3	3.025
17.92	277.7	3.330
17.93	251.2	3.642
17.94	230.9	3.918
17.95	212.0	4.219
17.96	192.0	4.595
17.97	174.3	4.974
17.98	165.5	5.133
17.99	163.0	5.088
18.00	163.4	4.967
18.01	163.3	4.864
18.02	161.2	4.818
18.03	158.7	4.767
18.04	157.5	4.676
18.05	161.7	4.431
18.06	165.2	4.243
18.07	165.0	4.159
18.08	159.6	4.205
18.09	162.9	4.011
18.10	177.2	3.631
18.11	191.7	3.382
18.12	196.3	3.380
18.13	190.9	3.541
18.14	178.8	3.796
18.15	172.4	3.906
18.16	167.6	3.974
18.17	162.2	4.075
18.18	165.2	3.971
18.19	176.4	3.704
18.20	190.4	3.446
18.21	193.2	3.421
18.22	191.7	3.487
18.23	193.9	3.499
18.24	201.5	3.430
18.25	212.7	3.332
18.26	226.7	3.215
18.27	240.2	3.139
18.28	256.5	3.047
18.29	276.1	2.940
18.30	297.0	2.843
18.31	318.0	2.767
18.32	330.3	2.762
18.33	340.0	2.772
18.34	352.5	2.760
18.35	367.4	2.730
18.36	380.3	2.710
18.37	390.8	2.701
18.38	397.3	2.714
18.39	401.4	2.730
18.40	406.7	2.731
18.41	409.4	2.744
18.42	407.8	2.780
18.43	407.4	2.800
18.44	412.2	2.787
18.45	418.7	2.749
18.46	417.0	2.755
18.47	398.5	2.857
18.48	370.2	3.015
18.49	342.1	3.159
18.50	321.3	3.246
18.51	315.2	3.214
18.52	324.8	3.072
18.53	345.0	2.907
18.54	366.0	2.795
18.55	386.1	2.740
18.56	413.6	2.668
18.57	457.4	2.522
18.58	505.2	2.393
18.59	541.0	2.342
18.60	574.9	2.304
18.61	603.9	2.281
18.62	604.1	2.346
18.63	565.3	2.548
18.64	535.4	2.694
18.65	557.5	2.574
18.66	580.4	2.464
18.67	562.9	2.541
18.68	551.8	2.592
18.69	585.1	2.444
18.70	632.8	2.288
18.71	637.4	2.323
18.72	613.4	2.475
18.73	605.4	2.561
18.74	617.2	2.553
18.75	626.3	2.540
18.76	612.0	2.587
18.77	563.6	2.729
18.83	455.4	1.799
18.84	448.7	2.240
18.85	445.1	2.541
18.86	437.2	2.794
18.87	412.2	3.097
18.88	388.6	3.357
18.89	379.3	3.486
18.90	383.1	3.477
18.91	373.6	3.579
18.92	331.7	4.008
18.93	279.3	4.652
18.94	245.5	5.088
18.95	238.6	4.982
18.96	240.6	4.690
18.97	231.6	4.687
18.98	221.6	4.752
18.99	219.5	4.672
19.00	222.2	4.502
19.01	234.8	4.143
19.02	252.2	3.747
19.03	266.4	3.444
19.04	277.8	3.193
19.05	286.7	2.989
19.06	290.7	2.844
19.07	294.6	2.722
19.08	292.5	2.664
19.09	278.1	2.738
19.10	256.9	2.916
19.11	239.9	3.090
19.12	228.7	3.210
19.13	214.6	3.385
19.14	200.0	3.582
19.15	188.2	3.766
19.16	182.3	3.860
19.17	180.5	3.857
19.18	179.5	3.836
19.19	179.6	3.792
19.20	179.5	3.752
19.21	175.4	3.782
19.22	173.4	3.754
19.23	174.2	3.678
19.24	174.2	3.651
19.25	175.2	3.630
19.26	176.9	3.609
19.27	178.4	3.579
19.28	177.3	3.586
19.29	173.8	3.615
19.30	171.0	3.616
19.31	171.8	3.495
19.32	179.8	3.228
19.33	192.6	2.910
19.34	203.9	2.650
19.35	209.9	2.527
19.36	211.2	2.534
19.37	213.2	2.582
19.38	216.0	2.641
19.39	221.1	2.671
19.40	231.2	2.631
19.41	243.5	2.560
19.42	258.2	2.482
19.43	277.3	2.366
19.44	298.8	2.263
19.45	322.2	2.153
19.46	345.2	2.060
19.47	356.0	2.047
19.48	350.2	2.124
19.49	325.1	2.319
19.50	298.4	2.544
19.51	304.6	2.492
19.52	342.3	2.218
19.53	367.8	2.078
19.54	363.0	2.139
19.55	345.8	2.289
19.56	327.3	2.458
19.57	299.3	2.721
19.58	270.5	3.029
19.59	255.0	3.224
19.60	249.5	3.284
19.61	243.3	3.347
19.62	232.2	3.464
19.63	219.9	3.578
19.64	209.8	3.665
19.65	204.8	3.646
19.66	196.1	3.717
19.67	185.9	3.840
19.68	177.8	3.971
19.69	175.4	3.996
19.70	183.9	3.826
19.71	197.4	3.590
19.72	207.1	3.483
19.73	209.5	3.527
19.74	207.8	3.628
19.75	212.4	3.621
19.76	226.3	3.476
19.77	249.5	3.223
19.78	276.5	2.990
19.79	291.4	2.915
19.80	293.8	2.968
19.81	280.4	3.182
19.82	261.7	3.457
19.83	252.1	3.608
19.84	252.6	3.592
19.85	259.8	3.482
19.86	276.6	3.281
19.87	298.3	3.067
19.88	316.3	2.924
19.89	327.2	2.872
19.90	334.4	2.848
19.91	337.2	2.862
19.92	338.8	2.871
19.93	341.6	2.869
19.94	344.7	2.873
19.95	354.7	2.806
19.96	373.0	2.688
19.97	388.8	2.598
19.98	400.4	2.548
19.99	398.4	2.593
20.00	391.9	2.661
