/* DATA DESCRIPTION:
Citation:	Channell, James E T; Hodell, David A; Xuang, Chuang; Mazaud, Alain; Stoner, Joseph S (2008): Paleointensity of IODP Site 303-U1308 [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.808945, 
907.360	0.9317
907.480	0.8428
907.600	0.7425
907.710	0.6152
907.830	0.5156
907.950	0.4721
908.070	0.5009
908.190	0.5486
908.310	0.6262
908.430	0.7112
908.550	0.7533
908.670	0.7468
908.790	0.7074
908.900	0.6448
909.020	0.5634
909.140	0.4867
909.260	0.4315
909.380	0.4288
909.500	0.4662
909.620	0.5325
909.740	0.5834
909.860	0.5978
909.980	0.5778
910.100	0.5276
910.210	0.4825
910.330	0.4680
910.450	0.4798
910.570	0.5040
910.690	0.5458
910.810	0.6263
910.930	0.7430
911.050	0.8772
911.170	1.0051
911.290	1.1263
911.400	1.2128
911.520	1.2485
911.640	1.2207
911.760	1.1352
911.880	1.0504
912.000	1.0163
912.120	1.0445
912.240	1.1056
912.360	1.1777
912.480	1.2334
912.600	1.2852
912.710	1.3406
912.830	1.3570
912.950	1.3532
913.070	1.3631
913.190	1.3838
913.310	1.4318
913.430	1.4584
913.550	1.4302
913.670	1.3058
913.790	1.0661
913.900	0.7552
914.020	0.4542
914.140	0.2191
914.260	0.0637
914.380	-0.0431
914.500	-0.1080
914.620	-0.1562
914.740	-0.1954
914.860	-0.2188
914.980	-0.2069
915.100	-0.1632
915.210	-0.1044
915.330	-0.0536
915.450	-0.0287
915.570	-0.0459
915.690	-0.1042
915.810	-0.1663
915.930	-0.2341
916.050	-0.2797
916.170	-0.3118
916.290	-0.3289
916.400	-0.3245
916.520	-0.3104
916.640	-0.2785
916.760	-0.2417
916.880	-0.1965
917.000	-0.1519
917.120	-0.1092
917.240	-0.0696
917.360	-0.0413
917.480	-0.0262
917.600	-0.0070
917.710	0.0233
917.830	0.0602
917.950	0.1150
918.070	0.1783
918.190	0.2270
918.310	0.2617
918.430	0.2745
918.550	0.2716
918.670	0.2319
918.790	0.1527
918.900	0.0802
919.020	0.0214
919.140	-0.0344
919.260	-0.0819
919.380	-0.1125
919.500	-0.0817
919.620	-0.0080
919.740	0.0732
919.860	0.1229
919.980	0.1448
920.100	0.1677
920.210	0.2121
920.330	0.2786
920.450	0.3415
920.570	0.3624
920.690	0.3333
920.810	0.2612
920.930	0.1869
921.050	0.1416
921.170	0.1152
921.290	0.0952
921.400	0.0625
921.520	0.0237
921.640	0.0135
922.300	-0.5514
922.400	-0.4741
922.500	-0.4532
922.610	-0.4743
922.710	-0.5263
922.810	-0.6122
922.910	-0.7139
923.010	-0.8279
923.110	-0.9592
923.210	-1.0796
923.310	-1.2190
923.410	-1.2335
923.510	-1.0225
923.610	-0.7559
923.710	-0.4834
923.820	-0.1355
923.920	0.2690
924.020	0.5427
924.120	0.5493
924.220	0.2687
924.320	-0.1629
924.420	-0.5587
924.520	-0.8367
924.620	-0.9818
924.720	-1.0507
924.820	-1.0690
924.920	-1.0775
925.030	-1.0825
925.130	-1.1127
925.230	-1.1684
925.330	-1.2455
925.430	-1.3433
925.530	-1.4449
925.630	-1.5319
925.730	-1.6062
925.830	-1.6574
925.930	-1.6959
926.030	-1.7318
926.130	-1.7593
926.240	-1.7699
926.340	-1.7698
926.440	-1.7656
926.540	-1.7505
926.640	-1.7307
926.740	-1.6983
926.840	-1.6544
926.940	-1.6106
927.040	-1.5684
927.140	-1.5239
927.240	-1.4685
927.340	-1.3872
927.450	-1.3017
927.550	-1.2289
927.650	-1.1680
927.750	-1.1371
927.850	-1.1242
927.950	-1.1213
928.050	-1.1342
928.150	-1.1545
928.250	-1.1860
928.350	-1.2175
928.450	-1.2673
928.550	-1.3218
928.660	-1.3524
928.760	-1.3606
928.860	-1.3759
928.960	-1.3861
929.060	-1.4114
929.160	-1.4792
929.260	-1.5506
929.360	-1.6313
929.460	-1.6882
929.560	-1.7287
929.660	-1.7574
929.760	-1.7867
929.870	-1.8213
929.970	-1.8633
930.070	-1.9018
930.170	-1.9198
930.270	-1.9033
930.370	-1.8554
930.470	-1.7811
930.570	-1.7010
930.670	-1.6327
930.770	-1.5678
930.870	-1.5046
930.970	-1.4534
931.080	-1.4327
931.180	-1.4539
931.280	-1.5060
931.380	-1.5737
931.480	-1.6405
931.580	-1.6856
931.680	-1.6919
931.780	-1.6487
931.880	-1.5583
931.980	-1.4435
932.080	-1.2908
932.180	-1.1444
932.290	-0.9979
932.390	-0.8715
932.490	-0.7712
932.590	-0.6593
932.690	-0.5440
932.790	-0.4211
932.890	-0.2994
932.990	-0.1690
933.090	-0.0567
933.190	0.0250
933.290	0.0704
933.390	0.0727
933.500	0.0417
933.600	-0.0291
933.700	-0.1211
933.800	-0.2165
933.900	-0.2984
934.000	-0.3608
934.100	-0.4283
934.200	-0.5142
934.300	-0.6265
934.400	-0.7393
934.500	-0.8655
934.610	-0.9619
934.710	-1.0114
934.810	-1.0604
934.910	-1.1012
935.010	-1.1473
935.110	-1.2036
935.210	-1.2674
935.310	-1.3336
935.410	-1.4086
935.510	-1.4789
935.610	-1.5318
935.710	-1.5698
935.820	-1.6026
935.920	-1.6341
936.020	-1.6651
936.120	-1.6953
936.220	-1.7197
936.320	-1.7246
936.420	-1.7090
936.520	-1.6571
936.620	-1.5737
936.720	-1.4573
936.820	-1.3233
937.430	-1.3861
937.530	-1.2916
937.630	-1.1937
937.730	-1.1001
937.830	-1.0367
937.930	-0.9940
938.030	-0.9640
938.130	-0.9144
938.240	-0.8258
938.340	-0.6735
938.440	-0.4742
938.540	-0.2262
938.640	0.0480
938.740	0.2993
938.840	0.4942
938.940	0.6322
939.040	0.7131
939.140	0.7869
939.240	0.8706
939.340	0.9487
939.450	1.0628
939.550	1.2472
939.650	1.4451
939.750	1.6334
939.850	1.7570
939.950	1.7871
940.050	1.7646
940.150	1.7716
940.250	1.8126
940.350	1.8929
940.450	1.9783
940.550	2.0500
940.660	2.1026
940.760	2.1197
940.860	2.0990
940.960	1.9958
941.060	1.8293
941.160	1.6724
941.260	1.5556
941.360	1.4542
941.460	1.3444
941.560	1.1962
941.660	1.0331
941.760	0.8967
941.870	0.8053
941.970	0.7872
942.070	0.8100
942.170	0.8862
942.270	0.9592
942.370	1.0594
942.470	1.1377
942.570	1.1915
942.670	1.1901
942.770	1.1641
942.870	1.1703
942.970	1.2774
943.080	1.5323
943.180	1.8057
943.280	2.0536
943.380	2.1431
943.480	2.1234
943.580	2.0048
943.680	1.8372
943.780	1.6618
943.880	1.4747
943.980	1.3359
944.080	1.2573
944.180	1.2190
944.290	1.2532
944.390	1.3238
944.490	1.4060
944.590	1.4491
944.690	1.4521
944.790	1.3938
944.890	1.3110
944.990	1.1978
945.090	1.0627
945.190	0.9239
945.290	0.7738
945.390	0.6245
945.500	0.4851
945.600	0.3720
945.700	0.2893
945.800	0.2554
945.900	0.2568
946.000	0.2772
946.100	0.3159
946.200	0.3256
946.300	0.3354
946.400	0.2957
946.500	0.2230
946.610	0.1238
946.710	0.0525
946.810	0.0373
946.910	0.0868
947.010	0.1675
947.110	0.2405
947.210	0.2449
947.310	0.2112
947.410	0.1671
947.510	0.1265
947.610	0.0848
947.710	0.0673
947.820	0.0437
947.920	0.0397
948.020	0.0265
948.120	0.0434
948.220	0.0703
948.320	0.0999
948.420	0.1250
948.520	0.1482
948.620	0.1599
948.720	0.1950
948.820	0.2058
948.920	0.1854
949.030	0.1360
949.130	0.0770
949.230	0.0376
949.330	0.0322
949.430	0.0642
949.530	0.1134
949.630	0.1630
949.730	0.1908
949.830	0.2449
949.930	0.2619
950.030	0.2757
950.130	0.2930
950.240	0.3158
950.340	0.3240
950.440	0.3236
950.540	0.3061
950.640	0.2568
950.740	0.1948
950.840	0.1474
950.940	0.1263
951.040	0.1270
951.140	0.1554
951.240	0.2052
951.340	0.2609
951.450	0.3056
951.550	0.3183
951.650	0.3027
951.750	0.2613
951.850	0.2041
951.950	0.1346
952.050	0.0763
952.150	0.0427
952.250	0.0651
952.350	0.1360
952.450	0.2346
952.550	0.3384
952.660	0.4309
952.760	0.4730
952.860	0.4990
952.960	0.5091
953.060	0.5242
953.160	0.5332
953.260	0.5319
953.360	0.4994
953.460	0.4385
953.560	0.3700
953.660	0.3132
953.760	0.2705
953.870	0.2410
953.970	0.2196
954.070	0.2224
954.170	0.2477
954.270	0.2967
954.370	0.3564
954.470	0.4007
954.570	0.4165
954.670	0.4027
954.770	0.3717
954.870	0.3450
954.970	0.3275
955.080	0.3012
955.180	0.2729
955.280	0.2463
955.380	0.2024
955.480	0.1489
955.580	0.0942
955.680	0.0524
955.780	0.0346
955.880	0.0235
955.980	0.0050
956.080	-0.0342
956.180	-0.0728
956.290	-0.1142
956.390	-0.1512
956.490	-0.1846
956.590	-0.1993
956.690	-0.1724
956.790	-0.0957
956.890	0.0123
956.990	0.1246
957.090	0.1910
957.190	0.1950
957.290	0.1414
957.390	0.0500
957.500	-0.0378
957.600	-0.0611
957.700	-0.0122
957.800	0.1005
957.900	0.2391
958.000	0.3559
958.100	0.4158
958.200	0.4194
958.300	0.3815
958.400	0.3462
958.500	0.3296
958.610	0.3471
958.710	0.3822
958.810	0.4244
958.910	0.4661
959.010	0.4791
959.110	0.4765
959.210	0.4756
959.310	0.4684
959.410	0.4632
959.510	0.4768
959.610	0.5293
959.710	0.6331
959.820	0.7691
959.920	0.9168
960.020	1.0734
960.120	1.2067
960.220	1.3277
960.320	1.4325
960.420	1.5386
960.520	1.6796
960.620	1.8948
960.720	2.1368
960.820	2.3942
960.920	2.6151
961.030	2.8033
961.130	2.9042
961.730	1.3538
961.830	1.4511
961.930	1.4764
962.030	1.4636
962.130	1.4349
962.240	1.3358
962.340	1.1516
962.440	0.9429
962.540	0.7838
962.640	0.7003
962.740	0.7191
962.840	0.8250
962.940	0.9862
963.040	1.1366
963.140	1.2413
963.240	1.2985
963.340	1.2805
963.450	1.2146
963.550	1.1089
963.650	0.9604
963.750	0.8101
963.850	0.6651
963.950	0.5253
964.050	0.3812
964.160	0.2634
964.260	0.2063
964.370	0.2315
964.470	0.3216
964.570	0.4561
964.680	0.6069
964.780	0.7036
964.890	0.6924
964.990	0.5773
965.100	0.3669
965.200	0.1343
965.310	-0.0835
965.410	-0.2826
965.510	-0.4470
965.620	-0.5861
965.720	-0.6514
965.830	-0.6518
965.930	-0.6105
966.040	-0.5364
966.140	-0.4122
966.250	-0.2877
966.350	-0.1237
966.460	0.0307
966.560	0.1343
966.660	0.0978
966.770	-0.0445
966.870	-0.3064
966.980	-0.5848
967.080	-0.8434
967.190	-1.0173
967.290	-1.1058
967.400	-1.1309
967.500	-1.1255
967.600	-1.1087
967.710	-1.0924
967.810	-1.0742
967.920	-1.0446
968.020	-0.9948
968.130	-0.9105
968.230	-0.7938
968.340	-0.6454
968.440	-0.4799
968.540	-0.3304
968.650	-0.1904
968.750	-0.0973
968.860	-0.0520
968.960	-0.0550
969.070	-0.0630
969.170	-0.0803
969.280	-0.0849
969.380	-0.1191
969.490	-0.1369
969.590	-0.1379
969.690	-0.0987
969.800	-0.0419
969.900	0.0141
970.010	0.0546
970.110	0.1283
970.220	0.2112
970.320	0.2864
970.430	0.3449
970.530	0.3545
970.630	0.3490
970.740	0.3311
970.840	0.2957
970.950	0.2490
971.050	0.2062
971.160	0.1781
971.260	0.1653
971.370	0.1188
971.470	0.0619
971.570	-0.0321
971.680	-0.1564
971.780	-0.3132
971.890	-0.4967
971.990	-0.6798
972.100	-0.8432
972.200	-0.9866
972.310	-1.1263
972.410	-1.2441
972.510	-1.3370
972.620	-1.3923
972.720	-1.4057
972.830	-1.3819
972.930	-1.3230
973.040	-1.2295
973.140	-1.1171
973.250	-0.9993
973.350	-0.9196
973.460	-0.8923
973.560	-0.9079
973.660	-0.9585
973.770	-1.0383
973.870	-1.1359
973.980	-1.2336
974.080	-1.3231
974.190	-1.3866
974.290	-1.4071
974.400	-1.3830
974.500	-1.3186
974.600	-1.2214
974.710	-1.1066
974.810	-0.9927
974.920	-0.8945
975.020	-0.8124
975.130	-0.7494
975.230	-0.6862
975.340	-0.6072
975.440	-0.5254
975.540	-0.4439
975.650	-0.3797
975.750	-0.3193
975.860	-0.2827
975.960	-0.2680
976.070	-0.2673
976.170	-0.2669
976.280	-0.2634
976.380	-0.2423
976.490	-0.2046
976.590	-0.1612
976.690	-0.1267
977.320	-0.3266
977.430	-0.3082
977.530	-0.2802
977.630	-0.2328
977.740	-0.1824
977.840	-0.1366
977.950	-0.0957
978.120	-0.0564
978.350	-0.0151
978.580	0.0265
978.810	0.0606
979.040	0.0785
979.270	0.0690
979.500	0.0388
979.730	-0.0027
979.960	-0.0417
980.190	-0.0551
980.420	-0.0531
980.650	-0.0469
980.880	-0.0543
981.120	-0.0630
981.350	-0.0576
981.580	-0.0466
981.810	-0.0389
982.040	-0.0490
982.270	-0.0796
982.500	-0.1147
982.730	-0.1309
982.960	-0.1200
983.190	-0.0807
983.420	-0.0122
983.650	0.0908
983.880	0.2186
984.040	0.3700
984.120	0.4908
984.200	0.5816
984.280	0.6436
984.360	0.7062
984.440	0.7855
984.520	0.8781
984.600	0.9716
984.680	1.0532
984.760	1.1162
984.840	1.1474
984.910	1.1341
984.990	1.0764
985.070	0.9848
985.150	0.8657
985.230	0.7267
985.310	0.5806
985.390	0.4555
985.470	0.3597
985.550	0.2932
985.630	0.2448
985.710	0.2138
985.790	0.1974
985.870	0.1826
985.950	0.1354
986.030	-0.0269
986.110	-0.3100
986.190	-0.6641
986.270	-0.9883
986.350	-1.2517
986.430	-1.4260
986.510	-1.5132
986.590	-1.5449
986.660	-1.5656
986.740	-1.5967
986.820	-1.6392
986.900	-1.6900
986.980	-1.7428
987.060	-1.7935
987.140	-1.8359
987.220	-1.8589
987.300	-1.8619
987.380	-1.8422
987.460	-1.7920
987.540	-1.7100
987.620	-1.5819
987.700	-1.4195
987.780	-1.2313
987.860	-1.0169
987.940	-0.8093
988.020	-0.6106
988.100	-0.4470
988.180	-0.3122
988.260	-0.2090
988.340	-0.1252
988.410	-0.0537
988.490	0.0121
988.570	0.0597
988.650	0.0839
988.730	0.0892
988.810	0.0670
988.890	-0.0342
988.970	-0.2736
989.050	-0.6525
989.130	-1.1136
989.210	-1.5153
989.290	-1.8117
989.370	-1.9401
989.450	-1.9570
989.530	-1.9563
989.610	-1.9680
989.690	-1.9609
989.770	-1.9248
989.850	-1.8889
989.930	-1.8863
990.010	-1.9299
990.090	-1.9971
990.160	-2.0524
990.240	-2.0585
990.320	-2.0093
990.400	-1.9331
990.480	-1.8545
990.560	-1.7701
990.640	-1.6690
990.720	-1.5513
990.800	-1.4310
990.880	-1.3005
990.960	-1.1719
991.040	-1.0597
991.120	-0.9905
991.200	-0.9622
991.280	-0.9767
991.360	-0.9940
991.440	-0.9846
991.520	-0.9432
991.600	-0.8970
991.680	-0.8859
991.760	-0.9294
991.840	-1.0123
991.910	-1.0948
991.990	-1.1643
992.070	-1.2025
992.150	-1.2033
992.230	-1.1644
992.310	-1.0996
992.390	-1.0165
992.470	-0.9178
992.550	-0.8174
992.630	-0.7284
992.710	-0.6636
992.790	-0.6392
992.870	-0.6693
993.350	-0.3181
993.430	-0.3049
993.510	-0.3293
993.590	-0.3886
993.660	-0.4580
993.740	-0.5039
993.820	-0.5029
993.900	-0.4595
993.980	-0.4197
994.060	-0.4219
994.140	-0.4573
994.220	-0.4748
994.300	-0.4447
994.380	-0.3886
994.460	-0.3468
994.540	-0.3416
994.620	-0.3560
994.700	-0.3697
994.780	-0.3859
994.860	-0.4253
994.940	-0.5005
995.020	-0.6042
995.100	-0.6975
995.180	-0.7608
995.260	-0.7804
995.340	-0.7656
995.410	-0.7286
995.490	-0.6858
995.570	-0.6478
995.650	-0.6250
995.730	-0.6148
995.810	-0.5958
995.890	-0.5466
995.970	-0.4764
996.050	-0.3993
996.130	-0.3287
996.210	-0.2580
996.290	-0.1687
996.370	-0.0696
996.450	0.0402
996.530	0.1470
996.610	0.2370
996.690	0.2915
996.770	0.2988
996.850	0.2709
996.930	0.2230
997.010	0.1792
997.090	0.1536
997.160	0.1444
997.240	0.1408
997.320	0.1252
997.400	0.0899
997.480	0.0408
997.560	-0.0054
997.640	-0.0278
997.720	-0.0253
997.800	-0.0173
997.880	-0.0252
997.960	-0.0567
998.090	-0.1077
998.280	-0.1681
998.460	-0.2201
998.650	-0.2435
998.830	-0.2208
999.020	-0.1591
999.380	0.4809
999.570	0.4978
999.750	0.5035
999.940	0.4973
1000.100	0.4729
1000.300	0.4251
1000.500	0.3508
1000.700	0.2413
1000.900	0.1007
1001.000	-0.0733
1001.200	-0.2461
1001.400	-0.4172
1001.600	-0.5416
1001.800	-0.6271
1002.000	-0.6787
1002.200	-0.7035
1002.300	-0.7394
1002.500	-0.7904
1002.700	-0.6236
1002.900	-0.5936
1003.100	-0.5810
1003.300	-0.5614
1003.400	-0.5546
1003.600	-0.5459
1003.800	-0.5323
1004.000	-0.5044
1004.100	-0.4473
1004.200	-0.3387
1004.400	-0.1899
1004.500	-0.0156
1004.600	0.1577
1004.700	0.3335
1004.800	0.5104
1004.900	0.6894
1005.100	0.8577
1005.200	0.9978
1005.300	1.0863
1005.400	1.1223
1005.500	1.1135
1005.700	1.0835
1005.800	1.0235
1005.900	0.9285
1006.000	0.8299
1006.100	0.7178
1006.300	0.6104
1006.400	0.4971
1006.500	0.3782
1006.600	0.2608
1006.700	0.1554
1006.800	0.1040
1007.000	0.0831
1007.100	0.0835
1007.200	0.0519
1007.300	0.0241
1007.400	0.0198
1007.600	0.0457
1007.700	0.0628
1007.800	0.0591
1007.900	0.0182
1008.000	-0.0454
1008.100	-0.0927
1008.300	-0.1407
1008.400	-0.1860
1008.500	-0.2258
1008.600	-0.2608
1008.700	-0.2937
1008.900	-0.3497
1009.000	-0.4096
1009.100	-0.4702
1009.200	-0.5165
1009.300	-0.5686
1009.500	-0.6264
1009.600	-0.6736
1009.700	-0.7316
1009.800	-0.7882
1009.900	-0.8289
1010.000	-0.8534
1010.200	-0.8607
1010.300	-0.8568
1010.400	-0.8429
1010.500	-0.8157
1010.600	-0.7880
1010.800	-0.7437
1010.900	-0.6737
1011.000	-0.5840
1011.100	-0.4553
1011.200	-0.3007
1011.300	-0.1211
1011.500	0.0823
1011.600	0.2908
1011.700	0.4327
1011.800	0.5350
1011.900	0.5674
1012.100	0.5595
1012.200	0.4847
1012.300	0.3746
1012.400	0.2727
1012.500	0.1970
1012.700	0.1641
1012.800	0.1466
1012.900	0.1358
1013.000	0.1003
1013.100	0.0536
1013.200	0.0186
1013.400	0.0015
1013.500	0.0201
1013.600	0.0525
1013.700	0.1217
1013.800	0.2001
1014.000	0.3010
1014.100	0.4065
1014.200	0.5126
1014.300	0.6161
1014.400	0.7037
1014.600	0.7510
1014.700	0.7516
1014.800	0.7065
1014.900	0.6104
1015.000	0.5242
1015.100	0.4498
1015.300	0.4056
1015.400	0.3738
1015.500	0.3546
1015.600	0.3183
1015.700	0.2679
1015.900	0.1955
1016.000	0.1312
1016.100	0.0614
1016.200	-0.0065
1016.300	-0.0524
1016.400	-0.0906
1016.600	-0.0975
1016.700	-0.1048
1016.800	-0.0910
1016.900	-0.0723
1017.000	-0.0243
1017.200	0.0358
1017.300	0.1228
1017.400	0.2022
1017.500	0.2919
1017.600	0.4011
1017.800	0.5157
1017.900	0.6234
1018.000	0.7134
1018.100	0.7800
1018.200	0.8165
1018.300	0.8050
1018.500	0.7449
1018.600	0.6607
1018.700	0.5663
1018.800	0.4987
1018.900	0.4688
1019.100	0.4980
1019.200	0.5360
1019.300	0.5942
1019.400	0.6633
1019.500	0.7318
1019.600	0.7995
1019.800	0.8324
1019.900	1.0736
1020.000	1.0209
1020.100	0.9324
1020.200	0.8296
1020.400	0.7225
1020.500	0.6075
1020.600	0.4827
1020.700	0.3612
1020.800	0.2501
1021.000	0.1537
1021.100	0.0957
1021.200	0.0697
1021.300	0.0880
1021.400	0.1242
1021.500	0.1814
1021.700	0.2440
1021.800	0.2966
1021.900	0.3647
1022.000	0.4318
1022.100	0.4994
1022.300	0.5405
1022.400	0.5453
1022.500	0.5221
1022.600	0.4669
1022.700	0.3788
1022.800	0.2472
1023.000	0.1555
1023.100	0.1877
1023.200	0.2349
1023.300	0.2230
1023.400	0.2312
1023.600	0.2030
1023.700	0.1652
1023.800	0.1281
1023.900	0.0952
1024.000	0.0724
1024.200	0.0643
1024.300	0.0609
1024.400	0.0750
1024.500	0.1157
1024.600	0.1872
1024.700	0.3022
1024.900	0.4328
1025.000	0.5574
1025.100	0.6605
1025.200	0.7480
1025.300	0.8080
1025.500	0.8373
1025.600	0.8492
1025.700	0.8334
1025.800	0.8289
1025.900	0.8480
1026.000	0.9001
1026.200	0.9797
1026.300	1.0684
1026.400	1.1640
1026.500	1.2407
1026.600	1.2911
1026.800	1.3055
1026.900	1.3232
1027.000	1.3680
1027.100	1.4740
1027.200	1.6412
1027.400	1.8318
1027.500	2.0368
1027.600	2.2066
1027.700	2.3467
1027.800	2.4360
1027.900	2.4700
1028.100	2.4519
1028.200	2.3930
1028.300	2.3214
1028.400	2.2425
1028.500	2.1616
1028.700	2.0782
1028.800	1.9757
1028.900	1.8931
1029.000	1.8216
1029.100	1.7866
1029.200	1.7529
1029.400	1.7114
1029.500	1.6594
1029.600	1.5949
1029.700	1.5072
1029.800	1.3981
1030.000	1.2576
1030.100	1.1239
1030.200	1.0059
1030.300	0.8908
1030.400	0.7837
1030.600	0.6747
1030.700	0.5754
1030.800	0.5044
1030.900	0.4569
1031.000	0.4295
1031.100	0.4051
1031.300	0.3679
1031.400	0.3218
1031.500	0.2655
1031.600	0.2182
1031.700	0.1828
1031.900	0.1671
1032.000	0.1596
1032.100	0.1686
1032.300	0.1552
1032.400	0.1322
1032.600	0.0834
1032.800	0.0392
1032.900	-0.0173
1033.100	-0.0718
1033.200	-0.1384
1033.400	-0.2307
1033.500	-0.3377
1033.700	-0.4329
1033.800	-0.5118
1034.000	-0.5694
1034.200	-0.6209
1034.300	-0.6641
1034.500	-0.6895
1034.600	-0.7066
1034.800	-0.7020
1034.900	-0.6992
1035.100	-0.6789
1035.300	-0.6415
1035.400	-0.5577
1035.600	-0.4551
1035.700	-0.3586
1035.900	-0.3134
1036.000	-0.3045
1036.200	-0.3212
1036.400	-0.3440
1036.500	-0.3329
1036.700	-0.2917
1036.800	-0.2387
1037.000	-0.1641
1037.100	-0.0852
1037.300	-0.0169
1037.500	0.0217
1037.600	0.0055
1037.800	-0.0603
1037.900	-0.1526
1038.100	-0.2462
1038.200	-0.3217
1038.400	-0.3775
1038.500	-0.4462
1038.700	-0.5189
1038.900	-0.6102
1039.000	-0.6690
1039.200	-0.6855
1039.300	-0.6616
1039.500	-0.5888
1039.600	-0.4923
1039.800	-0.3892
1040.000	-0.3040
1040.100	-0.2530
1040.300	-0.2610
1040.400	-0.3319
1040.600	-0.4391
1040.700	-0.5465
1040.900	-0.6149
1041.100	-0.6579
1041.200	-0.6932
1041.400	-0.7322
1041.500	-0.7659
1041.700	-0.7779
1041.800	-0.7544
1042.000	-0.6994
1042.100	-0.6330
1042.300	-0.5554
1042.500	-0.4896
1042.600	-0.4495
1042.800	-0.4412
1042.900	-0.4703
1043.100	-0.5385
1044.000	-0.7364
1044.200	-0.7090
1044.300	-0.7231
1044.500	-0.7293
1044.700	-0.7065
1044.800	-0.6452
1045.000	-0.5708
1045.100	-0.4965
1045.300	-0.4034
1045.400	-0.2748
1045.600	-0.1422
1045.800	-0.0431
1045.900	0.0285
1046.100	0.0904
1046.200	0.1659
1046.400	0.2399
1046.500	0.2770
1046.700	0.2608
1046.800	0.2062
1047.000	0.1184
1047.200	0.0239
1047.300	-0.0507
1047.500	-0.0929
1047.600	-0.1256
1047.800	-0.1603
1047.900	-0.2229
1048.100	-0.2967
1048.300	-0.3584
1048.400	-0.3978
1048.600	-0.4017
1048.700	-0.3781
1048.900	-0.3592
1049.000	-0.3593
1049.200	-0.3780
1049.400	-0.4077
1049.500	-0.4390
1049.700	-0.4750
1049.800	-0.4965
1050.000	-0.5008
1050.100	-0.5064
1050.300	-0.4949
1050.500	-0.4899
1050.600	-0.5068
1050.800	-0.5602
1050.900	-0.6413
1051.100	-0.7380
1051.200	-0.7747
1051.400	-0.6985
1051.500	-0.4967
1051.700	-0.2593
1051.900	-0.0354
1052.000	0.1029
1052.200	0.1780
1052.300	0.1768
1052.500	0.1344
1052.600	0.0575
1052.800	-0.0137
1053.000	-0.0691
1053.100	-0.1165
1053.300	-0.1764
1053.400	-0.2550
1053.600	-0.3367
1053.700	-0.4224
1053.900	-0.5048
1054.100	-0.5825
1054.200	-0.6280
1054.400	-0.6464
1054.500	-0.6240
1054.700	-0.5803
1054.800	-0.5303
1055.000	-0.4875
1055.100	-0.4662
1055.300	-0.4689
1055.500	-0.4654
1055.600	-0.4504
1055.800	-0.3853
1055.900	-0.2890
1056.100	-0.1369
1056.200	0.0395
1056.400	0.2346
1056.600	0.4239
1056.700	0.6250
1056.900	0.8117
1057.000	0.9678
1057.200	1.0874
1057.300	1.1662
1057.500	1.2274
1057.700	1.3157
1057.800	1.4260
1058.000	1.5544
1058.100	1.6680
1058.300	1.7135
1058.500	1.6918
1058.700	1.5936
1058.800	1.4342
1059.000	1.2776
1059.200	1.1842
1059.300	1.1829
1059.500	1.2609
1059.700	1.3661
1059.900	1.4719
1060.000	1.6010
1060.200	1.7772
1060.400	2.0035
1060.500	2.2130
1060.700	2.3903
1060.900	2.4966
1061.100	2.5605
1061.200	2.5949
1061.400	2.6639
1061.600	2.7444
1061.700	2.7833
1061.900	2.7484
1062.100	2.6324
1062.300	2.4716
1062.400	2.3107
1062.600	2.1383
1062.800	1.9635
1063.000	1.7634
1063.100	1.5585
1063.300	1.3403
1063.500	1.1193
1063.600	0.8996
1063.800	0.7037
1064.000	0.5547
1064.200	0.4273
1064.300	0.3523
1064.500	0.2838
1064.700	0.2034
1064.800	0.1124
1065.000	-0.0244
1065.200	-0.1764
1065.400	-0.3329
1065.500	-0.4847
1065.700	-0.6238
1065.900	-0.7307
1066.000	-0.8190
1066.200	-0.8842
1066.400	-0.9508
1066.600	-1.0237
1066.700	-1.0958
1066.900	-1.1536
1067.100	-1.1784
1067.200	-1.1739
1067.400	-1.1657
1068.500	-1.3711
1068.600	-1.4135
1068.800	-1.4852
1069.000	-1.5777
1069.100	-1.6736
1069.300	-1.7588
1069.500	-1.8223
1069.700	-1.8735
1069.800	-1.9213
1070.000	-1.9647
1070.100	-2.0010
1070.100	-2.0320
1070.200	-2.0580
1070.300	-2.0823
1070.300	-2.0993
1070.400	-2.1083
1070.400	-2.1210
1070.500	-2.1410
1070.600	-2.1702
1070.600	-2.1990
1070.700	-2.2262
1070.700	-2.2490
1070.800	-2.2712
1070.900	-2.2944
1070.900	-2.3174
1071.000	-2.3328
1071.100	-2.3411
1071.100	-2.3453
1071.200	-2.3506
1071.300	-2.3595
1071.300	-2.3618
1071.400	-2.3496
1071.400	-2.3316
1071.500	-2.3166
1071.600	-2.2983
1071.600	-2.2712
1071.700	-2.2329
1071.800	-2.1924
1071.800	-2.1627
1071.900	-2.1478
1071.900	-2.1421
1072.000	-2.1340
1072.100	-2.1151
1072.100	-2.0799
1072.200	-2.0282
1072.300	-1.9670
1072.300	-1.9009
1072.400	-1.8264
1072.400	-1.7463
1072.500	-1.6519
1072.600	-1.5511
1072.600	-1.4567
1072.700	-1.3627
1072.800	-1.2763
1072.800	-1.1950
1072.900	-1.1317
1072.900	-1.1009
1073.000	-1.0932
1073.100	-1.1008
1073.100	-1.1099
1073.200	-1.1056
1073.300	-1.0901
1073.300	-1.0766
1073.400	-1.0600
1073.400	-1.0495
1073.500	-1.0349
1073.600	-1.0036
