/* DATA DESCRIPTION:
Citation:	Lambert, Fabrice; Delmonte, Barbara; Petit, Jean Robert; Bigler, Matthias; Kaufmann, Patrik R; Hutterli, Manuel A; Stocker, Thomas F; Ruth, Urs; Steffensen, Jørgen Peder; Maggi, Valter (2008): Dust concentration measured with a laser particle counter of ice core EDC [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.695985, 
	In supplement to: Lambert, F et al. (2008): Dust-climate couplings over the past 800,000 years from the EPICA Dome C ice core. Nature, 452, 616-619, https://doi.org/10.1038/nature06763
Project(s):	European Project for Ice Coring in Antarctica (EPICA) (URI: https://en.wikipedia.org/wiki/European_Project_for_Ice_Coring_in_Antarctica)
Funding:	Fifth Framework Programme (FP5), grant/award no. EVK2-CT-2000-00077: European Project for Ice Coring in Antarctica (URI: https://cordis.europa.eu/project/id/EVK2-CT-2000-00077)
	Fourth Framework Programme (FP4), grant/award no. ENV4980702: European Project for Ice Coring in Antarctica (URI: https://cordis.europa.eu/project/id/ENV4980702)
Coverage:	LATITUDE: -75.100000 * LONGITUDE: 123.350000
	DATE/TIME START: 1993-01-01T00:00:00 * DATE/TIME END: 2004-12-31T00:00:00
	MINIMUM DEPTH, ice/snow: 24.20 m * MAXIMUM DEPTH, ice/snow: 3188.90 m
Event(s):	EDC (EPICA Dome C) (URI: https://en.wikipedia.org/wiki/Dome_C) * LATITUDE: -75.100000 * LONGITUDE: 123.350000 * DATE/TIME START: 1993-01-01T00:00:00 * DATE/TIME END: 2004-12-31T00:00:00 * ELEVATION: 3233.0 m * RECOVERY: 3300 m * LOCATION: Dome C, Antarctica * CAMPAIGN: Dome_C * METHOD/DEVICE: Ice drill (ICEDRILL) * COMMENT: Drill site is 56 km from the site of a previous Dome C core that provided records extending into the last glacial period, and 560 km from the site of the Vostok cores. The completion of the Dome C core was delayed when the first drilling became stuck at 788 m in 1999 (EDC96).
Parameter(s):	DEPTH, ice/snow [m] (Depth ice/snow) * GEOCODE
	Age model [ka] (Age model) * PI: Parrenin, Frédéric (https://orcid.org/0000-0002-9489-3991, frederic.parrenin@univ-grenoble-alpes.fr) * METHOD/DEVICE: Age model, ice flow model * COMMENT: EDC3 time scale
	Dust concentration [µg/kg] (Dust conc) * PI: Stocker, Thomas F (https://orcid.org/0000-0003-1245-2728, thomas.stocker@climate.unibe.ch) * METHOD/DEVICE: Laser particle counter, KLOTZ
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	10326 data points
*/
Depth ice/snow [m]	Age model [ka]	Dust conc [µg/kg]
2476.10	302.751	59.27
2476.65	302.963	64.12
2477.20	303.170	46.64
2477.75	303.369	36.10
2478.30	303.562	35.99
2478.85	303.763	36.90
2479.40	303.954	36.82
2479.95	304.148	36.24
2480.50	304.329	32.79
2481.05	304.524	32.07
2481.60	304.716	49.09
2482.15	304.906	59.83
2482.70	305.100	57.81
2483.25	305.284	31.16
2483.80	305.456	31.55
2484.35	305.633	34.40
2484.90	305.817	38.17
2485.45	306.014	40.06
2486.00	306.211	61.09
2486.55	306.410	73.26
2487.10	306.604	87.78
2487.65	306.807	150.87
2488.20	307.031	192.00
2489.85	307.720	96.86
2490.40	307.945	78.63
2490.95	308.167	89.46
2491.50	308.382	94.12
2492.05	308.588	75.09
2492.60	308.805	71.32
2493.15	309.017	93.57
2493.70	309.223	109.30
2494.25	309.434	146.04
2494.80	309.649	111.72
2495.35	309.873	94.26
2495.90	310.082	72.96
2496.45	310.297	72.79
2497.00	310.506	77.46
2497.55	310.725	73.82
2498.10	310.931	68.29
2498.65	311.133	80.57
2499.20	311.337	87.98
2499.75	311.542	71.39
2500.30	311.755	75.77
2500.85	311.954	74.48
2501.40	312.160	74.40
2501.95	312.356	62.28
2502.50	312.558	72.51
2503.05	312.765	47.81
2503.60	312.956	56.38
2504.15	313.146	36.32
2504.70	313.343	47.79
2505.25	313.523	34.54
2505.80	313.710	23.69
2506.35	313.883	31.32
2506.90	314.070	39.20
2507.45	314.252	36.37
2508.00	314.430	37.33
2508.55	314.616	24.39
2509.10	314.796	17.86
2511.30	315.512	39.15
2511.85	315.679	19.43
2512.40	315.849	14.54
2512.95	316.011	15.42
2513.50	316.166	21.81
2514.05	316.317	17.90
2514.60	316.488	21.64
2515.15	316.666	36.06
2515.70	316.844	13.25
2516.25	317.025	16.86
2516.80	317.209	20.03
2517.35	317.398	21.68
2517.90	317.586	22.29
2518.45	317.777	32.95
2519.00	317.964	28.12
2519.55	318.156	50.94
2520.10	318.359	56.10
2520.65	318.568	72.59
2521.20	318.794	49.03
2521.75	319.006	52.81
2522.30	319.216	42.42
2522.85	319.426	54.65
2523.40	319.637	59.19
2523.95	319.848	44.38
2524.50	320.053	52.51
2525.05	320.254	34.83
2525.60	320.462	21.79
2526.15	320.657	24.66
2526.70	320.846	24.88
2527.25	321.033	20.23
2527.80	321.222	31.09
2528.35	321.396	22.46
2528.90	321.581	24.08
2529.45	321.760	25.29
2530.00	321.939	18.89
2530.55	322.115	30.72
2531.10	322.287	33.03
2531.65	322.458	17.87
2532.20	322.621	20.29
2532.75	322.787	26.27
2533.30	322.958	29.56
2533.85	323.119	14.89
2534.40	323.279	18.98
2534.95	323.437	20.14
2535.50	323.592	14.30
2536.05	323.755	16.89
2536.60	323.907	18.82
2537.15	324.063	24.77
2537.70	324.212	16.91
2538.25	324.356	15.35
2538.80	324.500	14.54
2539.35	324.648	13.45
2539.90	324.800	27.03
2540.45	324.948	14.22
2541.00	325.096	25.46
2541.55	325.242	21.38
2542.10	325.385	13.78
2542.65	325.529	16.18
2543.20	325.668	22.86
2543.75	325.802	12.16
2544.30	325.938	20.39
2544.85	326.067	15.29
2545.40	326.203	18.07
2545.95	326.341	20.44
2546.50	326.480	29.09
2547.05	326.617	12.96
2547.60	326.750	18.68
2548.15	326.887	14.19
2548.70	327.025	16.91
2549.25	327.161	20.49
2549.80	327.298	19.61
2550.35	327.432	18.43
2550.90	327.560	27.45
2551.45	327.685	19.22
2552.00	327.818	24.16
2552.55	327.949	23.46
2553.10	328.083	21.97
2553.65	328.217	31.63
2554.20	328.351	23.30
2554.75	328.477	28.66
2555.30	328.604	17.72
2555.85	328.733	28.50
2556.40	328.864	16.22
2556.95	329.001	20.98
2557.50	329.141	22.20
2558.05	329.275	20.73
2558.60	329.415	24.91
2559.15	329.551	21.26
2559.70	329.684	24.76
2560.25	329.820	22.75
2560.80	329.952	28.10
2561.35	330.083	24.27
2561.90	330.213	54.84
2562.45	330.343	25.23
2563.00	330.482	24.96
2563.55	330.616	24.69
2564.10	330.753	30.00
2564.65	330.890	22.25
2565.20	331.036	31.16
2565.75	331.179	27.46
2566.30	331.322	27.40
2566.85	331.461	24.36
2567.40	331.599	27.92
2567.95	331.725	20.76
2568.50	331.849	15.15
2569.05	331.979	17.62
2569.60	332.097	14.81
2570.15	332.217	25.92
2570.70	332.330	23.64
2571.25	332.442	28.76
2571.80	332.549	30.11
2572.35	332.653	41.08
2572.90	332.762	33.71
2573.45	332.872	12.86
2574.00	332.976	14.35
2574.55	333.079	20.48
2575.10	333.179	20.49
2575.65	333.277	18.50
2576.20	333.379	8.34
2576.75	333.485	6.33
2577.30	333.590	7.64
2577.85	333.697	5.24
2578.40	333.803	5.12
2578.95	333.902	5.31
2579.50	334.000	5.40
2580.05	334.103	4.44
2580.60	334.207	8.35
2581.15	334.316	11.88
2581.70	334.422	4.61
2582.25	334.528	6.07
2582.80	334.642	5.30
2583.35	334.763	8.27
2583.90	334.880	6.11
2584.45	335.000	5.27
2585.00	335.120	6.31
2585.55	335.250	5.44
2586.10	335.376	7.56
2586.65	335.514	11.94
2587.20	335.655	20.32
2587.75	335.798	8.24
2588.30	335.947	12.62
2588.85	336.098	8.13
2589.40	336.260	10.60
2589.95	336.426	10.74
2590.50	336.591	10.84
2591.05	336.762	10.71
2591.60	336.937	14.79
2592.15	337.117	24.92
2592.70	337.296	20.79
2593.25	337.478	18.14
2593.80	337.667	24.28
2594.35	337.864	24.69
2594.90	338.064	40.14
2595.45	338.274	61.64
2597.10	338.953	159.33
2597.65	339.190	63.15
2598.20	339.435	102.30
2598.75	339.690	64.14
2599.30	339.949	133.08
2599.85	340.220	218.29
2600.40	340.500	245.86
2600.95	340.798	549.63
2601.50	341.121	949.18
2602.05	341.454	884.87
2602.60	341.774	816.15
2603.15	342.103	1009.10
2603.70	342.448	619.04
2604.25	342.761	762.97
2604.80	343.098	880.98
2605.35	343.404	394.38
2605.90	343.728	483.37
2606.45	344.041	446.65
2607.00	344.368	403.35
2607.55	344.688	371.63
2608.10	345.001	403.71
2608.65	345.317	296.31
2609.20	345.623	332.02
2609.75	345.934	384.05
2610.30	346.257	259.45
2610.85	346.557	279.78
2611.40	346.868	427.94
2611.95	347.181	357.52
2612.50	347.466	215.59
2613.05	347.769	226.80
2613.60	348.090	322.02
2614.15	348.408	242.07
2614.70	348.707	172.79
2616.35	349.540	135.09
2616.90	349.821	196.41
2617.45	350.106	160.40
2618.00	350.410	221.28
2618.55	350.702	181.02
2619.10	351.000	187.42
2619.65	351.300	196.59
2620.20	351.600	223.27
2620.75	351.895	270.20
2621.30	352.195	245.34
2621.85	352.494	250.34
2622.40	352.794	227.83
2624.05	353.670	436.30
2624.60	353.958	383.28
2625.15	354.272	910.61
2625.70	354.600	835.75
2626.25	354.935	979.89
2626.80	355.274	779.94
2627.35	355.609	1220.92
2627.90	355.944	1143.79
2628.45	356.268	1003.62
2629.00	356.594	935.46
2629.55	356.927	1049.54
2630.10	357.259	1233.50
2630.65	357.598	789.44
2631.20	357.935	956.91
2631.75	358.282	708.23
2632.30	358.614	479.08
2632.85	358.947	388.07
2633.40	359.281	372.71
2633.95	359.599	250.23
2634.50	359.931	348.27
2635.05	360.248	372.12
2635.60	360.585	399.82
2636.15	360.892	244.15
2636.70	361.223	314.03
2637.25	361.534	170.42
2637.80	361.835	205.70
2638.35	362.150	193.63
2638.90	362.473	242.66
2639.45	362.766	162.70
2640.00	363.060	115.95
2640.55	363.354	152.01
2641.10	363.660	214.85
2641.65	363.958	203.74
2642.20	364.264	305.37
2642.75	364.592	394.79
2643.30	364.919	281.87
2643.85	365.224	208.62
2644.40	365.526	171.38
2644.95	365.836	286.68
2645.50	366.147	473.58
2646.05	366.456	227.66
2646.60	366.774	287.92
2647.15	367.085	186.67
2647.70	367.388	138.12
2648.25	367.688	119.00
2648.80	367.993	141.32
2649.35	368.303	233.09
2649.90	368.640	299.89
2650.45	368.963	265.62
2651.00	369.275	200.42
2651.55	369.586	141.73
2652.10	369.881	101.37
2652.65	370.184	100.76
2653.20	370.488	106.82
2653.75	370.768	76.28
2654.30	371.057	67.47
2654.85	371.345	67.51
2655.40	371.633	84.26
2655.95	371.921	69.98
2656.50	372.202	60.10
2657.05	372.472	52.99
2657.60	372.725	79.98
2658.15	372.989	35.85
2658.70	373.266	43.05
2660.35	374.151	169.03
2660.90	374.489	252.81
2661.45	374.825	235.54
2662.00	375.158	194.84
2662.55	375.486	234.42
2663.10	375.809	149.77
2663.65	376.132	160.55
2664.20	376.450	140.98
2664.75	376.753	109.30
2665.30	377.062	110.97
2665.85	377.364	98.84
2666.40	377.670	98.87
2666.95	377.965	73.95
2667.50	378.283	95.52
2668.05	378.588	113.17
2668.60	378.883	83.70
2669.15	379.174	83.63
2669.70	379.465	70.29
2670.25	379.748	67.65
2670.80	380.019	56.03
2671.35	380.291	55.44
2671.90	380.571	76.46
2672.45	380.846	53.25
2673.00	381.118	61.34
2673.55	381.380	36.12
2674.10	381.644	79.77
2674.65	381.912	28.38
2675.20	382.178	24.76
2675.75	382.468	34.98
2676.30	382.754	45.48
2676.85	383.036	61.63
2677.40	383.342	62.77
2677.95	383.645	110.99
2678.50	383.956	102.64
2679.05	384.256	132.73
2679.60	384.549	87.58
2680.15	384.839	74.43
2680.70	385.107	52.68
2681.25	385.389	43.52
2681.80	385.673	35.31
2682.35	385.943	27.99
2682.90	386.207	27.08
2683.45	386.469	18.33
2684.00	386.716	17.29
2684.55	386.977	22.92
2685.10	387.253	29.22
2685.65	387.537	31.92
2686.20	387.839	46.30
2686.75	388.144	51.47
2687.30	388.467	63.22
2687.85	388.788	73.72
2688.40	389.137	177.11
2688.95	389.481	163.59
2689.50	389.805	126.37
2690.05	390.135	120.50
2690.60	390.448	61.55
2691.15	390.743	68.00
2691.70	391.040	64.62
2692.25	391.345	57.26
2692.80	391.644	61.07
2693.35	391.942	48.51
2693.90	392.231	38.36
2694.45	392.515	26.49
2695.00	392.790	29.24
2695.55	393.057	47.65
2696.10	393.325	48.58
2696.65	393.580	31.62
2697.20	393.832	23.29
2697.75	394.079	22.46
2698.30	394.328	14.87
2698.85	394.568	34.32
2699.40	394.815	15.83
2699.95	395.057	18.26
2700.50	395.281	20.68
2701.05	395.501	18.92
2701.60	395.737	22.84
2702.15	395.965	14.11
2702.70	396.192	24.81
2703.25	396.413	21.59
2703.80	396.635	9.84
2704.35	396.846	13.66
2704.90	397.058	39.03
2705.45	397.267	16.20
2706.00	397.477	15.75
2706.55	397.677	11.96
2707.10	397.885	14.00
2707.65	398.095	12.99
2708.20	398.319	13.65
2708.75	398.537	16.28
2709.30	398.735	17.73
2709.85	398.935	16.29
2710.40	399.131	13.70
2710.95	399.340	31.42
2711.50	399.543	14.76
2712.05	399.746	27.97
2712.60	399.946	27.07
2713.15	400.143	20.52
2713.70	400.332	20.44
2714.25	400.514	19.09
2714.80	400.704	25.92
2715.35	400.901	28.90
2715.90	401.094	19.20
2716.45	401.276	15.60
2717.00	401.460	17.46
2717.55	401.644	14.76
2718.10	401.830	14.59
2718.65	402.015	13.64
2719.20	402.192	12.40
2719.75	402.380	31.58
2720.30	402.563	20.55
2720.85	402.741	17.57
2721.40	402.917	14.00
2721.95	403.088	21.32
2722.50	403.267	12.74
2723.05	403.444	11.94
2723.60	403.624	13.95
2724.15	403.803	12.17
2724.70	403.984	10.56
2725.25	404.171	18.17
2725.80	404.348	10.53
2726.35	404.529	12.74
2726.90	404.714	13.28
2727.45	404.900	18.62
2728.00	405.080	11.92
2728.55	405.264	12.42
2729.10	405.441	12.32
2729.65	405.617	16.29
2730.20	405.790	9.25
2730.75	405.962	9.38
2731.30	406.142	17.28
2731.85	406.330	13.93
2732.40	406.508	12.39
2732.95	406.690	10.35
2733.50	406.860	8.07
2734.05	407.031	10.40
2734.60	407.215	10.58
2735.15	407.384	15.11
2735.70	407.567	11.82
2736.25	407.746	20.09
2736.80	407.922	8.95
2737.35	408.105	11.66
2737.90	408.292	11.26
2738.45	408.483	17.48
2739.00	408.669	12.28
2739.55	408.849	11.08
2740.10	409.028	13.41
2740.65	409.217	19.60
2741.20	409.402	8.29
2741.75	409.588	7.32
2742.30	409.781	12.08
2742.85	409.980	8.86
2743.40	410.174	8.63
2743.95	410.374	9.26
2744.50	410.577	10.22
2745.05	410.778	21.32
2745.60	410.986	17.28
2746.15	411.194	9.55
2746.70	411.402	12.40
2747.25	411.605	8.44
2747.80	411.817	10.08
2748.35	412.046	25.05
2748.90	412.277	10.15
2749.45	412.507	11.83
2750.00	412.739	18.01
2750.55	412.977	9.30
2751.10	413.198	12.19
2751.65	413.432	12.99
2752.20	413.669	12.07
2752.75	413.902	6.86
2753.30	414.139	7.13
2753.85	414.392	15.94
2754.40	414.639	7.77
2754.95	414.882	8.62
2755.50	415.132	9.47
2756.05	415.384	11.18
2756.60	415.626	11.66
2757.15	415.875	15.49
2757.70	416.125	6.44
2758.25	416.380	15.15
2758.80	416.624	9.29
2759.35	416.874	8.50
2759.90	417.118	15.88
2760.45	417.358	12.32
2761.00	417.608	11.40
2761.55	417.860	9.81
2762.10	418.106	8.39
2762.65	418.364	15.44
2763.20	418.624	9.81
2763.75	418.889	16.31
2764.30	419.133	28.11
2764.85	419.398	14.05
2765.40	419.666	9.77
2765.95	419.929	18.38
2766.50	420.203	13.12
2767.05	420.474	11.98
2767.60	420.741	17.24
2768.15	421.013	15.13
2768.70	421.290	18.18
2769.25	421.582	22.55
2769.80	421.871	24.52
2770.35	422.171	17.82
2770.90	422.475	29.01
2771.45	422.768	21.32
2772.00	423.056	21.38
2772.55	423.359	37.52
2773.10	423.669	46.03
2773.65	423.963	19.54
2774.20	424.263	20.36
2774.75	424.536	19.02
2775.30	424.784	7.50
2775.85	425.027	23.39
2776.40	425.277	17.79
2776.95	425.537	21.29
2777.50	425.813	28.45
2778.05	426.090	23.02
2778.60	426.390	32.96
2779.15	426.715	37.54
2779.70	427.020	46.25
2780.25	427.343	71.38
2780.80	427.684	83.12
2781.35	428.065	114.42
2781.90	428.444	153.64
2782.45	428.868	352.18
2783.00	429.259	327.16
2783.55	429.718	454.90
2784.10	430.187	718.20
2784.65	430.693	966.55
2785.20	431.226	1038.47
2785.75	431.767	996.98
2786.30	432.326	1201.66
2786.85	432.870	1129.72
2787.40	433.425	1112.85
2787.95	433.969	968.43
2788.50	434.472	986.39
2789.05	435.023	1545.41
2789.60	435.592	1128.17
2790.15	436.141	1303.31
2790.70	436.726	1532.26
2791.25	437.267	1387.81
2791.80	437.827	1310.55
2792.35	438.423	1149.49
2792.90	439.039	1186.75
2793.45	439.625	1151.52
2794.00	440.206	906.17
2794.55	440.798	969.09
2795.10	441.388	897.45
2795.65	441.954	761.42
2796.20	442.535	497.14
2796.75	443.120	279.84
2797.30	443.682	221.63
2797.85	444.216	358.58
2798.40	444.785	554.93
2798.95	445.342	560.44
2799.50	445.900	433.94
2800.05	446.471	319.47
2800.60	447.034	127.71
2801.15	447.536	195.25
2801.70	448.047	310.28
2802.25	448.573	379.76
2802.80	449.151	467.59
2803.35	449.719	858.69
2803.90	450.288	760.84
2804.45	450.881	567.88
2805.00	451.492	425.28
2805.55	452.042	293.17
2806.10	452.613	453.00
2806.65	453.229	481.84
2807.20	453.816	123.72
2807.75	454.400	166.67
2808.30	454.969	207.25
2808.85	455.550	428.11
2809.40	456.156	674.21
2809.95	456.813	706.50
2810.50	457.519	667.79
2811.05	458.216	688.66
2811.60	458.942	640.42
2812.15	459.652	593.57
2812.70	460.344	454.51
2813.25	461.031	366.54
2813.80	461.713	154.17
2814.35	462.350	106.40
2814.90	462.970	136.15
2815.45	463.620	273.47
2816.00	464.257	359.08
2816.55	464.951	703.83
2817.10	465.657	788.89
2817.65	466.367	524.78
2818.20	467.058	420.40
2818.75	467.740	466.76
2819.30	468.461	254.93
2819.85	469.115	140.35
2820.40	469.706	196.66
2820.95	470.337	70.19
2821.50	470.916	36.29
2822.05	471.435	43.88
2822.60	471.934	32.85
2823.15	472.392	40.33
2823.70	472.880	45.75
2824.25	473.409	64.91
2824.80	473.970	144.31
2825.35	474.576	189.79
2825.90	475.160	103.61
2826.45	475.696	93.83
2827.00	476.200	95.55
2827.55	476.679	61.10
2828.10	477.138	51.78
2828.65	477.586	49.37
2829.20	478.062	71.80
2829.75	478.562	127.11
2830.30	479.099	146.58
2830.85	479.623	108.42
2831.40	480.119	108.40
2831.95	480.605	93.94
2832.50	481.081	239.70
2833.05	481.571	85.48
2833.60	482.035	66.65
2834.15	482.489	63.52
2834.70	482.928	56.92
2835.25	483.371	50.19
2835.80	483.798	55.22
2836.35	484.225	47.42
2836.90	484.635	36.99
2837.45	485.051	36.45
2838.00	485.462	44.97
2838.55	485.870	48.78
2839.10	486.279	20.30
2839.65	486.679	22.50
2840.20	487.062	38.31
2840.75	487.444	15.32
2841.30	487.817	13.49
2841.85	488.185	24.19
2842.40	488.555	16.35
2842.95	488.889	11.36
2843.50	489.256	13.57
2844.05	489.620	16.63
2844.60	489.978	17.87
2845.15	490.338	25.46
2845.70	490.701	15.23
2846.80	491.456	32.48
2847.35	491.845	16.57
2847.90	492.234	17.61
2848.45	492.628	26.99
2849.00	493.022	25.29
2849.55	493.416	24.18
2850.10	493.802	39.48
2850.65	494.208	28.26
2851.20	494.600	27.10
2851.75	495.001	32.33
2852.30	495.401	33.35
2852.85	495.800	34.06
2853.40	496.190	25.65
2853.95	496.584	43.51
2854.50	496.978	23.56
2855.05	497.376	28.11
2856.15	498.157	34.13
2856.70	498.545	36.73
2857.25	498.934	39.59
2857.80	499.316	37.49
2858.35	499.694	38.85
2858.90	500.090	45.39
2859.45	500.482	49.93
2860.00	500.875	47.43
2860.55	501.269	55.61
2861.10	501.663	48.33
2861.65	502.067	48.06
2862.20	502.446	51.41
2862.75	502.832	63.39
2863.30	503.217	60.48
2863.85	503.596	67.97
2864.40	503.968	53.38
2864.95	504.346	46.70
2865.50	504.708	46.72
2866.05	505.080	43.48
2866.60	505.474	72.26
2867.15	505.875	73.45
2867.70	506.271	65.35
2868.25	506.654	46.80
2868.80	507.027	41.43
2869.35	507.396	43.47
2869.90	507.758	37.67
2870.45	508.120	38.49
2871.00	508.493	50.84
2871.55	508.902	71.31
2872.10	509.308	61.42
2872.65	509.704	79.78
2873.20	510.100	61.65
2873.75	510.487	48.32
2874.30	510.876	42.14
2874.85	511.267	42.47
2875.40	511.658	41.84
2875.95	512.049	65.45
2876.50	512.432	46.38
2877.05	512.809	54.50
2877.60	513.185	54.31
2878.15	513.563	57.99
2878.70	513.933	45.79
2879.25	514.282	40.97
2879.80	514.633	38.73
2880.35	514.989	54.74
2880.90	515.343	33.12
2881.45	515.681	39.58
2882.00	516.006	40.63
2882.55	516.329	43.21
2883.10	516.666	68.59
2883.65	516.998	57.86
2884.20	517.329	50.77
2884.75	517.637	45.07
2885.30	517.960	43.47
2885.85	518.267	49.26
2886.40	518.578	39.41
2886.95	518.885	43.10
2887.50	519.193	32.21
2888.05	519.495	45.82
2888.60	519.804	29.58
2889.15	520.111	34.26
2889.70	520.416	32.01
2890.25	520.726	35.63
2890.80	521.027	45.62
2891.35	521.353	56.44
2891.90	521.664	61.01
2892.45	521.978	31.68
2893.00	522.290	38.09
2893.55	522.610	42.82
2894.10	522.969	50.96
2894.65	523.321	51.07
2895.20	523.675	59.32
2895.75	524.022	57.31
2896.30	524.375	44.32
2896.85	524.728	58.56
2897.40	525.099	56.22
2897.95	525.452	67.37
2898.50	525.808	56.55
2899.05	526.184	53.46
2899.60	526.559	57.72
2900.15	526.935	54.22
2900.70	527.299	68.48
2901.25	527.683	44.98
2901.80	528.056	65.13
2902.35	528.422	45.15
2902.90	528.783	41.82
2903.45	529.157	50.04
2904.00	529.534	66.61
2904.55	529.939	81.99
2905.10	530.357	96.06
2905.65	530.804	270.35
2906.20	531.284	350.62
2906.75	531.795	374.01
2907.30	532.302	393.65
2907.85	532.841	331.50
2908.40	533.375	308.48
2908.95	533.926	265.00
2909.50	534.459	262.30
2910.05	534.994	157.23
2910.60	535.508	321.10
2911.15	536.044	348.70
2911.70	536.575	351.89
2912.25	537.113	244.11
2912.80	537.652	289.05
2913.35	538.194	507.72
2913.90	538.784	599.36
2914.45	539.391	703.58
2915.00	539.991	530.18
2915.55	540.589	478.16
2916.10	541.188	535.49
2916.65	541.788	381.90
2917.20	542.381	276.35
2917.75	542.964	276.03
2918.30	543.554	302.98
2918.85	544.149	299.32
2919.40	544.758	353.74
2919.95	545.367	348.58
2920.50	545.985	318.35
2921.05	546.604	272.67
2921.60	547.202	158.90
2922.15	547.746	133.85
2922.70	548.280	177.17
2923.25	548.818	183.33
2923.80	549.348	157.76
2924.35	549.855	104.88
2924.90	550.322	57.56
2925.45	550.761	87.88
2926.00	551.208	111.11
2926.55	551.673	167.69
2927.10	552.129	196.41
2927.65	552.607	182.66
2928.20	553.047	127.26
2928.75	553.481	94.13
2929.30	553.874	72.31
2929.85	554.250	59.48
2930.40	554.604	67.45
2930.95	554.948	39.29
2931.50	555.265	27.74
2932.05	555.563	27.91
2932.60	555.844	15.18
2933.15	556.126	29.70
2933.70	556.411	20.85
2934.25	556.719	43.41
2934.80	557.013	39.04
2935.35	557.308	57.95
2935.90	557.616	72.33
2936.45	557.911	55.81
2937.00	558.214	40.55
2937.55	558.514	57.97
2938.10	558.823	123.90
2938.65	559.133	148.13
2939.20	559.461	104.50
2939.75	559.778	59.28
2940.30	560.077	53.93
2940.85	560.352	62.02
2941.40	560.625	48.66
2941.95	560.890	52.18
2942.50	561.149	46.80
2943.05	561.404	38.64
2943.60	561.649	27.65
2944.15	561.889	30.25
2944.70	562.130	23.36
2945.25	562.357	17.14
2945.80	562.582	25.48
2946.35	562.799	16.64
2946.90	563.015	17.58
2947.45	563.225	17.48
2948.00	563.433	25.94
2948.55	563.636	42.04
2949.10	563.841	15.48
2949.65	564.039	19.53
2950.20	564.238	14.99
2950.75	564.432	19.01
2951.30	564.627	18.51
2951.85	564.815	36.64
2952.40	564.994	14.27
2952.95	565.179	17.97
2953.50	565.365	16.06
2954.05	565.554	18.03
2954.60	565.745	16.08
2955.15	565.933	25.68
2955.70	566.114	16.76
2956.25	566.298	23.72
2956.80	566.484	21.35
2957.35	566.671	23.74
2957.90	566.857	20.47
2958.45	567.047	27.02
2959.00	567.231	28.41
2959.55	567.420	23.99
2960.10	567.602	18.92
2960.65	567.781	28.19
2961.20	567.969	13.03
2961.75	568.161	14.64
2962.30	568.346	24.16
2962.85	568.532	23.33
2963.40	568.716	26.57
2963.95	568.905	18.21
2964.50	569.093	16.74
2965.05	569.285	18.78
2965.60	569.474	14.26
2966.15	569.656	19.94
2966.70	569.845	22.30
2967.25	570.034	20.80
2967.80	570.228	22.12
2968.35	570.419	26.81
2968.90	570.612	25.38
2969.45	570.807	25.76
2970.00	571.001	22.31
2970.55	571.194	28.88
2971.10	571.390	29.05
2971.65	571.585	76.58
2972.20	571.780	22.08
2972.75	571.977	39.79
2973.30	572.178	58.60
2973.85	572.378	27.05
2974.40	572.583	26.35
2974.95	572.790	42.86
2975.50	572.991	30.94
2976.05	573.193	22.30
2976.60	573.392	65.36
2977.15	573.608	26.14
2977.70	573.814	26.28
2978.25	574.016	32.81
2978.80	574.217	25.96
2980.45	574.837	31.11
2981.00	575.040	36.73
2981.55	575.244	36.43
2982.10	575.452	60.41
2982.65	575.654	33.37
2983.20	575.861	30.14
2983.75	576.076	31.41
2984.30	576.297	28.76
2984.85	576.523	26.62
2985.40	576.749	26.47
2985.95	576.981	27.11
2986.50	577.214	38.91
2987.05	577.447	33.20
2987.60	577.684	22.66
2988.15	577.932	37.93
2988.70	578.166	55.60
2989.25	578.402	30.71
2989.80	578.645	25.30
2990.35	578.883	30.48
2990.90	579.114	33.82
2991.45	579.352	27.05
2992.00	579.592	19.01
2992.55	579.836	16.19
2993.10	580.084	19.61
2993.65	580.335	22.76
2994.20	580.598	22.62
2994.75	580.878	34.95
2995.30	581.193	46.25
2995.85	581.507	80.10
2996.40	581.846	50.52
2996.95	582.213	68.76
2997.50	582.592	68.76
2998.05	582.999	117.50
2998.60	583.449	180.28
2999.15	583.928	151.19
2999.70	584.446	75.87
3000.25	584.984	56.90
3000.80	585.485	82.96
3001.35	585.990	63.35
3001.90	586.521	91.73
3002.45	587.034	116.55
3003.00	587.620	65.42
3003.55	588.205	22.73
3004.10	588.778	22.90
3004.65	589.314	13.74
3005.20	589.830	11.57
3005.75	590.337	18.48
3006.30	590.816	25.76
3006.85	591.301	73.03
3007.40	591.862	91.38
3007.95	592.474	90.84
3008.50	593.083	113.35
3009.05	593.666	75.70
3009.60	594.256	87.45
3010.15	594.821	47.52
3010.70	595.401	65.91
3011.25	595.959	103.79
3011.80	596.546	168.06
3012.35	597.190	207.60
3012.90	597.892	136.62
3013.45	598.667	93.57
3014.00	599.400	77.32
3014.55	600.096	72.00
3015.10	600.791	64.74
3015.65	601.487	53.36
3016.20	602.124	51.70
3016.75	602.788	35.70
3017.30	603.474	32.15
3017.85	604.150	50.81
3018.40	604.834	20.87
3018.95	605.507	25.19
3019.50	606.161	19.30
3020.05	606.819	18.98
3020.60	607.474	9.57
