record_id,title,authors,year,venue,identifier_type,identifier,url,domain_primary,domain_secondary,oric_branch,hypothesis_ids,evidence_role,data_available,code_available,open_access,screening_tier,screening_status,metadata_quality,source_origin,source_file,notes,citation_raw
PUB-0036,Estimating high-dimensional directed acyclic graphs with the PC-algorithm,Markus Kalisch; Peter Bühlmann,2007,JMLR,none,,,causal_discovery_system_id,,Socle / transversal,H-S-002;H-M-001;H-C-007;H-C-014;H-C-015;H-T-001;H-T-002,méthode / outil,à vérifier,à vérifier,à vérifier,B — citation/identifiant vérifié dans ORI-C,citation externe vérifiée; texte intégral à dépouiller,métadonnées bibliographiques curées,Bibliographie de la revue arXiv 2312.16815,,import de référence secondaire,
PUB-0037,"Causal inference using potential outcomes: Design, modeling, decisions",Donald Rubin,2005,JASA,none,,,causal_discovery_system_id,,Socle / transversal,H-S-002;H-M-001;H-C-007;H-C-014;H-C-015;H-T-001;H-T-002,modèle concurrent / banc de test,à vérifier,à vérifier,à vérifier,B — citation/identifiant vérifié dans ORI-C,citation externe vérifiée; texte intégral à dépouiller,métadonnées bibliographiques curées,Bibliographie de la revue arXiv 2312.16815,,import de référence secondaire,
PUB-0038,Learning equivalence classes of Bayesian-network structures,David Chickering,2002,JMLR,none,,,causal_discovery_system_id,,Socle / transversal,H-S-002;H-M-001;H-C-007;H-C-014;H-C-015;H-T-001;H-T-002,preuve disciplinaire / contexte,à vérifier,à vérifier,à vérifier,B — citation/identifiant vérifié dans ORI-C,citation externe vérifiée; texte intégral à dépouiller,métadonnées bibliographiques curées,Bibliographie de la revue arXiv 2312.16815,,import de référence secondaire,
PUB-0039,"Causality: Models, Reasoning and Inference",Judea Pearl,2000,Cambridge University Press,none,,,causal_discovery_system_id,,Socle / transversal,H-S-002;H-M-001;H-C-007;H-C-014;H-C-015;H-T-001;H-T-002,modèle concurrent / banc de test,à vérifier,à vérifier,à vérifier,B — citation/identifiant vérifié dans ORI-C,citation externe vérifiée; texte intégral à dépouiller,métadonnées bibliographiques curées,Bibliographie de la revue arXiv 2312.16815,,import de référence secondaire,
PUB-0040,"Causation, Prediction, and Search",Peter Spirtes; Clark Glymour; Richard Scheines,2000,MIT Press,none,,,causal_discovery_system_id,,Socle / transversal,H-S-002;H-M-001;H-C-007;H-C-014;H-C-015;H-T-001;H-T-002,preuve disciplinaire / contexte,à vérifier,à vérifier,à vérifier,B — citation/identifiant vérifié dans ORI-C,citation externe vérifiée; texte intégral à dépouiller,métadonnées bibliographiques curées,Bibliographie de la revue arXiv 2312.16815,,import de référence secondaire,
PUB-0041,Investigating causal relations by econometric models and cross-spectral methods,C. W. J. Granger,1969,Econometrica,none,,,causal_discovery_system_id,,Socle / transversal,H-S-002;H-M-001;H-C-007;H-C-014;H-C-015;H-T-001;H-T-002,méthode / outil,à vérifier,à vérifier,à vérifier,B — citation/identifiant vérifié dans ORI-C,citation externe vérifiée; texte intégral à dépouiller,métadonnées bibliographiques curées,Bibliographie de la revue arXiv 2312.16815,,import de référence secondaire,
PUB-0042,A Law of Emergence: Maximum Causal Power at the Mesoscale,Liang Chen,2025,arXiv,arxiv,2508.12016,https://arxiv.org/abs/2508.12016,causal_emergence,,Socle / transversal,H-S-002;H-M-001;H-T-001;H-T-002,méthode / outil,à vérifier,à vérifier,oui,A — titre/résumé vérifié,inclus prioritaire,métadonnées curées,Balayage arXiv ciblé 2026-08-01,,method,
PUB-0043,Causal Emergence 2.0: Quantifying emergent complexity,Erik Hoel,2025,arXiv,arxiv,2503.13395,https://arxiv.org/abs/2503.13395,causal_emergence,,Socle / transversal,H-S-002;H-M-001;H-T-001;H-T-002,méthode / outil,à vérifier,à vérifier,oui,A — titre/résumé vérifié,inclus prioritaire,métadonnées curées,Balayage arXiv ciblé 2026-08-01,,method,
PUB-0044,Causal Emergence of Consciousness through Learned Multiscale Neural Dynamics in Mice,Zhipeng Wang et al.,2025,arXiv,arxiv,2509.10891,https://arxiv.org/abs/2509.10891,causal_emergence,,Socle / transversal,H-S-002;H-M-001;H-T-001;H-T-002,preuve disciplinaire / contexte,à vérifier,à vérifier,oui,A — titre/résumé vérifié,inclus prioritaire,métadonnées curées,Balayage arXiv ciblé 2026-08-01,,application,
PUB-0045,"Multivariate Partial Information Decomposition: Constructions, Inconsistencies, and Alternative Measures","Aobo Lyu, Andrew Clark, Netanel Raviv",2025,arXiv,arxiv,2508.05530,https://arxiv.org/abs/2508.05530,causal_emergence,,Socle / transversal,H-S-002;H-M-001;H-T-001;H-T-002,méthode / outil,à vérifier,à vérifier,oui,A — titre/résumé vérifié,inclus prioritaire,métadonnées curées,Balayage arXiv ciblé 2026-08-01,,method,
PUB-0046,An Exact Theory of Causal Emergence for Linear Stochastic Iteration Systems,"Kaiwei Liu, Bing Yuan, Jiang Zhang",2024,arXiv,arxiv,2405.09207,https://arxiv.org/abs/2405.09207,causal_emergence,,Socle / transversal,H-S-002;H-M-001;H-T-001;H-T-002,méthode / outil,à vérifier,à vérifier,oui,A — titre/résumé vérifié,inclus prioritaire,métadonnées curées,Balayage arXiv ciblé 2026-08-01,,method,
PUB-0047,Detecting emergence in engineered systems: A literature review and synthesis approach,R. A. Haugen et al.,2023,Systems Engineering,none,,,causal_emergence,,Socle / transversal,H-S-002;H-M-001;H-T-001;H-T-002,synthèse / cadrage,à vérifier,à vérifier,à vérifier,B — citation/identifiant vérifié dans ORI-C,citation externe vérifiée; texte intégral à dépouiller,métadonnées bibliographiques curées,Bibliographie de la revue arXiv 2312.16815,,import de référence secondaire,
PUB-0048,Emergence and Causality in Complex Systems: A Survey on Causal Emergence and Related Quantitative Studies,Bing Yuan et al.,2023,arXiv,arxiv,2312.16815,https://arxiv.org/abs/2312.16815,causal_emergence,,Socle / transversal,H-S-002;H-M-001;H-T-001;H-T-002,synthèse / cadrage,à vérifier,à vérifier,oui,A — titre/résumé vérifié,inclus prioritaire,métadonnées curées,Balayage arXiv ciblé 2026-08-01,,review,
PUB-0049,Finding emergence in data: Causal emergence inspired dynamics learning,Yang et al.,2023,arXiv,arxiv,2308.09952,https://arxiv.org/abs/2308.09952,causal_emergence,,Socle / transversal,H-S-002;H-M-001;H-T-001;H-T-002,méthode / outil,à vérifier,à vérifier,oui,A — titre/résumé vérifié,inclus prioritaire,métadonnées curées,Balayage arXiv ciblé 2026-08-01,,method,
PUB-0050,Observing Schrödinger's Cat with Artificial Intelligence: Emergent Classicality from Information Bottleneck,"Zhang, You",2023,arXiv,arxiv,2306.14838,https://arxiv.org/abs/2306.14838,causal_emergence,,Socle / transversal,H-S-002;H-M-001;H-T-001;H-T-002,preuve disciplinaire / contexte,à vérifier,à vérifier,oui,A — titre/résumé vérifié,inclus prioritaire,métadonnées curées,Balayage arXiv ciblé 2026-08-01,,application,
PUB-0051,A synergistic core for human brain evolution and cognition,Andrea Luppi et al.,2022,Nature Neuroscience,none,,,causal_emergence,,Socle / transversal,H-S-002;H-M-001;H-T-001;H-T-002,preuve disciplinaire / contexte,à vérifier,à vérifier,à vérifier,B — citation/identifiant vérifié dans ORI-C,citation externe vérifiée; texte intégral à dépouiller,métadonnées bibliographiques curées,Bibliographie de la revue arXiv 2312.16815,,import de référence secondaire,
PUB-0052,Causal emergence is widespread across measures of causation,"Renzo Comolatti, Erik Hoel",2022,arXiv,arxiv,2202.01854,https://arxiv.org/abs/2202.01854,causal_emergence,,Socle / transversal,H-S-002;H-M-001;H-T-001;H-T-002,méthode / outil,à vérifier,à vérifier,oui,A — titre/résumé vérifié,inclus prioritaire,métadonnées curées,Balayage arXiv ciblé 2026-08-01,,method,
PUB-0053,Causal emergence: When distortions in a map obscure the territory,Frederick Eberhardt; Lena Lee,2022,Philosophies,none,,,causal_emergence,,Socle / transversal,H-S-002;H-M-001;H-T-001;H-T-002,preuve disciplinaire / contexte,à vérifier,à vérifier,à vérifier,B — citation/identifiant vérifié dans ORI-C,citation externe vérifiée; texte intégral à dépouiller,métadonnées bibliographiques curées,Bibliographie de la revue arXiv 2312.16815,,import de référence secondaire,
PUB-0054,Emergence as the conversion of information: A unifying theory,Thomas Varley; Erik Hoel,2022,Philosophical Transactions A,none,,,causal_emergence,,Socle / transversal,H-S-002;H-M-001;H-T-001;H-T-002,preuve disciplinaire / contexte,à vérifier,à vérifier,à vérifier,B — citation/identifiant vérifié dans ORI-C,citation externe vérifiée; texte intégral à dépouiller,métadonnées bibliographiques curées,Bibliographie de la revue arXiv 2312.16815,,import de référence secondaire,
PUB-0055,"Exploring noise, degeneracy and determinism in biological networks with the einet package",Brennan Klein et al.,2022,Methods in Ecology and Evolution,none,,,causal_emergence,,Socle / transversal,H-S-002;H-M-001;H-T-001;H-T-002,méthode / outil,à vérifier,à vérifier,à vérifier,B — citation/identifiant vérifié dans ORI-C,citation externe vérifiée; texte intégral à dépouiller,métadonnées bibliographiques curées,Bibliographie de la revue arXiv 2312.16815,,import de référence secondaire,
PUB-0056,Flickering emergences: The question of locality in information-theoretic approaches to emergence,Thomas Varley,2022,Entropy,none,,,causal_emergence,,Socle / transversal,H-S-002;H-M-001;H-T-001;H-T-002,preuve disciplinaire / contexte,à vérifier,à vérifier,à vérifier,B — citation/identifiant vérifié dans ORI-C,citation externe vérifiée; texte intégral à dépouiller,métadonnées bibliographiques curées,Bibliographie de la revue arXiv 2312.16815,,import de référence secondaire,
PUB-0057,Interactions and information: Exploring task allocation in ant colonies using network analysis,Alexander Swain et al.,2022,Animal Behaviour,none,,,causal_emergence,,Socle / transversal,H-S-002;H-M-001;H-T-001;H-T-002,preuve disciplinaire / contexte,à vérifier,à vérifier,à vérifier,B — citation/identifiant vérifié dans ORI-C,citation externe vérifiée; texte intégral à dépouiller,métadonnées bibliographiques curées,Bibliographie de la revue arXiv 2312.16815,,import de référence secondaire,
PUB-0058,Neural Information Squeezer for Causal Emergence,"Jiang Zhang, Kaiwei Liu",2022,arXiv,arxiv,2201.10154,https://arxiv.org/abs/2201.10154,causal_emergence,,Socle / transversal,H-S-002;H-M-001;H-T-001;H-T-002,méthode / outil,à vérifier,à vérifier,oui,A — titre/résumé vérifié,inclus prioritaire,métadonnées curées,Balayage arXiv ciblé 2026-08-01,,method,
PUB-0059,Causal emergence from effective information: Neither causal nor emergent?,Joe Dewhurst,2021,Thought,none,,,causal_emergence,,Socle / transversal,H-S-002;H-M-001;H-T-001;H-T-002,preuve disciplinaire / contexte,à vérifier,à vérifier,à vérifier,B — citation/identifiant vérifié dans ORI-C,citation externe vérifiée; texte intégral à dépouiller,métadonnées bibliographiques curées,Bibliographie de la revue arXiv 2312.16815,,import de référence secondaire,
PUB-0060,Evolution and emergence: Higher order information structure in protein interactomes across the tree of life,Brennan Klein et al.,2021,Integrative Biology,none,,,causal_emergence,,Socle / transversal,H-S-002;H-M-001;H-T-001;H-T-002,preuve disciplinaire / contexte,à vérifier,à vérifier,à vérifier,B — citation/identifiant vérifié dans ORI-C,citation externe vérifiée; texte intégral à dépouiller,métadonnées bibliographiques curées,Bibliographie de la revue arXiv 2312.16815,,import de référence secondaire,
PUB-0061,Greater than the parts: A review of the information decomposition approach to causal emergence,Pedro A. M. Mediano et al.,2021,arXiv,arxiv,2111.06518,https://arxiv.org/abs/2111.06518,causal_emergence,,Socle / transversal,H-S-002;H-M-001;H-T-001;H-T-002,synthèse / cadrage,à vérifier,à vérifier,oui,A — titre/résumé vérifié,inclus prioritaire,métadonnées curées,Balayage arXiv ciblé 2026-08-01,,review,
PUB-0062,Causal emergence in discrete and continuous dynamical systems,Varley,2020,arXiv,arxiv,2003.13075,https://arxiv.org/abs/2003.13075,causal_emergence,,Socle / transversal,H-S-002;H-M-001;H-T-001;H-T-002,méthode / outil,à vérifier,à vérifier,oui,A — titre/résumé vérifié,inclus prioritaire,métadonnées curées,Balayage arXiv ciblé 2026-08-01,,method,
PUB-0063,Causal geometry,Pavel Chvykov; Erik Hoel,2020,Entropy,none,,,causal_emergence,,Socle / transversal,H-S-002;H-M-001;H-T-001;H-T-002,preuve disciplinaire / contexte,à vérifier,à vérifier,à vérifier,B — citation/identifiant vérifié dans ORI-C,citation externe vérifiée; texte intégral à dépouiller,métadonnées bibliographiques curées,Bibliographie de la revue arXiv 2312.16815,,import de référence secondaire,
PUB-0064,Emergence of informative higher scales in biological systems: A computational toolkit for optimal prediction and control,Erik Hoel; Michael Levin,2020,Communicative & Integrative Biology,none,,,causal_emergence,,Socle / transversal,H-S-002;H-M-001;H-T-001;H-T-002,méthode / outil,à vérifier,à vérifier,à vérifier,B — citation/identifiant vérifié dans ORI-C,citation externe vérifiée; texte intégral à dépouiller,métadonnées bibliographiques curées,Bibliographie de la revue arXiv 2312.16815,,import de référence secondaire,
PUB-0065,Examining the causal structures of deep neural networks using information theory,Sarah Marrow et al.,2020,Entropy,none,,,causal_emergence,,Socle / transversal,H-S-002;H-M-001;H-T-001;H-T-002,preuve disciplinaire / contexte,à vérifier,à vérifier,à vérifier,B — citation/identifiant vérifié dans ORI-C,citation externe vérifiée; texte intégral à dépouiller,métadonnées bibliographiques curées,Bibliographie de la revue arXiv 2312.16815,,import de référence secondaire,
PUB-0066,Information closure theory of consciousness,Andrew Chang et al.,2020,Frontiers in Psychology,none,,,causal_emergence,,Socle / transversal,H-S-002;H-M-001;H-T-001;H-T-002,preuve disciplinaire / contexte,à vérifier,à vérifier,à vérifier,B — citation/identifiant vérifié dans ORI-C,citation externe vérifiée; texte intégral à dépouiller,métadonnées bibliographiques curées,Bibliographie de la revue arXiv 2312.16815,,import de référence secondaire,
PUB-0067,Reconciling emergences: An information-theoretic approach to identify causal emergence in multivariate data,Fernando E. Rosas et al.,2020,arXiv,arxiv,2004.08220,https://arxiv.org/abs/2004.08220,causal_emergence,,Socle / transversal,H-S-002;H-M-001;H-T-001;H-T-002,méthode / outil,à vérifier,à vérifier,oui,A — titre/résumé vérifié,inclus prioritaire,métadonnées curées,Balayage arXiv ciblé 2026-08-01,,method,
PUB-0068,The emergence of informative higher scales in complex networks,Brennan Klein; Erik Hoel,2020,Complexity,none,,,causal_emergence,,Socle / transversal,H-S-002;H-M-001;H-T-001;H-T-002,preuve disciplinaire / contexte,à vérifier,à vérifier,à vérifier,B — citation/identifiant vérifié dans ORI-C,citation externe vérifiée; texte intégral à dépouiller,métadonnées bibliographiques curées,Bibliographie de la revue arXiv 2312.16815,,import de référence secondaire,
PUB-0069,Beyond integrated information: A taxonomy of information dynamics phenomena,Mediano et al.,2019,arXiv,arxiv,1909.02297,https://arxiv.org/abs/1909.02297,causal_emergence,,Socle / transversal,H-S-002;H-M-001;H-T-001;H-T-002,méthode / outil,à vérifier,à vérifier,oui,A — titre/résumé vérifié,inclus prioritaire,métadonnées curées,Balayage arXiv ciblé 2026-08-01,,method,
