ID;Niveau principal;Sous-niveau;Entité;Symbole ou formule;Type d'entrée;Statut;Composition ou description;Architecture ou état;Réservoirs typiques;Stabilité ou durée;Accessibilité;Mobilisabilité;Source URL;type_registre
MAT-00100;Atomes et éléments;Métal de transition;Manganese;Mn;Entité;Confirmé officiellement;Numéro atomique 25, masse atomique indicative 54.938;Période 4, groupe 7, état de référence Solide;Naturel, stable, primordial ou trace;Dépend des isotopes;Variable selon réservoir et forme chimique;Non quantifié;https://iupac.org/what-we-do/periodic-table-of-elements/;ENT
MAT-00101;Atomes et éléments;Métal de transition;Iron;Fe;Entité;Confirmé officiellement;Numéro atomique 26, masse atomique indicative 55.845;Période 4, groupe 8, état de référence Solide;Naturel, stable, primordial ou trace;Dépend des isotopes;Variable selon réservoir et forme chimique;Non quantifié;https://iupac.org/what-we-do/periodic-table-of-elements/;ENT
MAT-00102;Atomes et éléments;Métal de transition;Cobalt;Co;Entité;Confirmé officiellement;Numéro atomique 27, masse atomique indicative 58.933;Période 4, groupe 9, état de référence Solide;Naturel, stable, primordial ou trace;Dépend des isotopes;Variable selon réservoir et forme chimique;Non quantifié;https://iupac.org/what-we-do/periodic-table-of-elements/;ENT
MAT-00103;Atomes et éléments;Métal de transition;Nickel;Ni;Entité;Confirmé officiellement;Numéro atomique 28, masse atomique indicative 58.693;Période 4, groupe 10, état de référence Solide;Naturel, stable, primordial ou trace;Dépend des isotopes;Variable selon réservoir et forme chimique;Non quantifié;https://iupac.org/what-we-do/periodic-table-of-elements/;ENT
MAT-00104;Atomes et éléments;Métal de transition;Copper;Cu;Entité;Confirmé officiellement;Numéro atomique 29, masse atomique indicative 63.546;Période 4, groupe 11, état de référence Solide;Naturel, stable, primordial ou trace;Dépend des isotopes;Variable selon réservoir et forme chimique;Non quantifié;https://iupac.org/what-we-do/periodic-table-of-elements/;ENT
MAT-00105;Atomes et éléments;Métal de transition;Zinc;Zn;Entité;Confirmé officiellement;Numéro atomique 30, masse atomique indicative 65.39;Période 4, groupe 12, état de référence Solide;Naturel, stable, primordial ou trace;Dépend des isotopes;Variable selon réservoir et forme chimique;Non quantifié;https://iupac.org/what-we-do/periodic-table-of-elements/;ENT
MAT-00106;Atomes et éléments;Métal post-transition;Gallium;Ga;Entité;Confirmé officiellement;Numéro atomique 31, masse atomique indicative 69.723;Période 4, groupe 13, état de référence Solide;Naturel, stable, primordial ou trace;Dépend des isotopes;Variable selon réservoir et forme chimique;Non quantifié;https://iupac.org/what-we-do/periodic-table-of-elements/;ENT
MAT-00107;Atomes et éléments;Métalloïde;Germanium;Ge;Entité;Confirmé officiellement;Numéro atomique 32, masse atomique indicative 72.61;Période 4, groupe 14, état de référence Solide;Naturel, stable, primordial ou trace;Dépend des isotopes;Variable selon réservoir et forme chimique;Non quantifié;https://iupac.org/what-we-do/periodic-table-of-elements/;ENT
MAT-00108;Atomes et éléments;Métalloïde;Arsenic;As;Entité;Confirmé officiellement;Numéro atomique 33, masse atomique indicative 74.922;Période 4, groupe 15, état de référence Solide;Naturel, stable, primordial ou trace;Dépend des isotopes;Variable selon réservoir et forme chimique;Non quantifié;https://iupac.org/what-we-do/periodic-table-of-elements/;ENT
MAT-00109;Atomes et éléments;Non-métal;Selenium;Se;Entité;Confirmé officiellement;Numéro atomique 34, masse atomique indicative 78.96;Période 4, groupe 16, état de référence Solide;Naturel, stable, primordial ou trace;Dépend des isotopes;Variable selon réservoir et forme chimique;Non quantifié;https://iupac.org/what-we-do/periodic-table-of-elements/;ENT
MAT-00110;Atomes et éléments;Halogène;Bromine;Br;Entité;Confirmé officiellement;Numéro atomique 35, masse atomique indicative 79.904;Période 4, groupe 17, état de référence Liquide;Naturel, stable, primordial ou trace;Dépend des isotopes;Variable selon réservoir et forme chimique;Non quantifié;https://iupac.org/what-we-do/periodic-table-of-elements/;ENT
MAT-00111;Atomes et éléments;Gaz noble;Krypton;Kr;Entité;Confirmé officiellement;Numéro atomique 36, masse atomique indicative 83.8;Période 4, groupe 18, état de référence Gaz;Naturel, stable, primordial ou trace;Dépend des isotopes;Variable selon réservoir et forme chimique;Non quantifié;https://iupac.org/what-we-do/periodic-table-of-elements/;ENT
MAT-00112;Atomes et éléments;Métal alcalin;Rubidium;Rb;Entité;Confirmé officiellement;Numéro atomique 37, masse atomique indicative 85.468;Période 5, groupe 1, état de référence Solide;Naturel, stable, primordial ou trace;Dépend des isotopes;Variable selon réservoir et forme chimique;Non quantifié;https://iupac.org/what-we-do/periodic-table-of-elements/;ENT
MAT-00113;Atomes et éléments;Métal alcalino-terreux;Strontium;Sr;Entité;Confirmé officiellement;Numéro atomique 38, masse atomique indicative 87.62;Période 5, groupe 2, état de référence Solide;Naturel, stable, primordial ou trace;Dépend des isotopes;Variable selon réservoir et forme chimique;Non quantifié;https://iupac.org/what-we-do/periodic-table-of-elements/;ENT
MAT-00114;Atomes et éléments;Métal de transition;Yttrium;Y;Entité;Confirmé officiellement;Numéro atomique 39, masse atomique indicative 88.906;Période 5, groupe 3, état de référence Solide;Naturel, stable, primordial ou trace;Dépend des isotopes;Variable selon réservoir et forme chimique;Non quantifié;https://iupac.org/what-we-do/periodic-table-of-elements/;ENT
MAT-00115;Atomes et éléments;Métal de transition;Zirconium;Zr;Entité;Confirmé officiellement;Numéro atomique 40, masse atomique indicative 91.224;Période 5, groupe 4, état de référence Solide;Naturel, stable, primordial ou trace;Dépend des isotopes;Variable selon réservoir et forme chimique;Non quantifié;https://iupac.org/what-we-do/periodic-table-of-elements/;ENT
MAT-00116;Atomes et éléments;Métal de transition;Niobium;Nb;Entité;Confirmé officiellement;Numéro atomique 41, masse atomique indicative 92.906;Période 5, groupe 5, état de référence Solide;Naturel, stable, primordial ou trace;Dépend des isotopes;Variable selon réservoir et forme chimique;Non quantifié;https://iupac.org/what-we-do/periodic-table-of-elements/;ENT
MAT-00117;Atomes et éléments;Métal de transition;Molybdenum;Mo;Entité;Confirmé officiellement;Numéro atomique 42, masse atomique indicative 95.94;Période 5, groupe 6, état de référence Solide;Naturel, stable, primordial ou trace;Dépend des isotopes;Variable selon réservoir et forme chimique;Non quantifié;https://iupac.org/what-we-do/periodic-table-of-elements/;ENT
MAT-00118;Atomes et éléments;Métal de transition;Technetium;Tc;Entité;Confirmé officiellement;Numéro atomique 43, masse atomique indicative 98.0;Période 5, groupe 7, état de référence Solide;Naturel en traces et synthétique;Dépend des isotopes;Variable selon réservoir et forme chimique;Non quantifié;https://iupac.org/what-we-do/periodic-table-of-elements/;ENT
MAT-00119;Atomes et éléments;Métal de transition;Ruthenium;Ru;Entité;Confirmé officiellement;Numéro atomique 44, masse atomique indicative 101.07;Période 5, groupe 8, état de référence Solide;Naturel, stable, primordial ou trace;Dépend des isotopes;Variable selon réservoir et forme chimique;Non quantifié;https://iupac.org/what-we-do/periodic-table-of-elements/;ENT
MAT-00120;Atomes et éléments;Métal de transition;Rhodium;Rh;Entité;Confirmé officiellement;Numéro atomique 45, masse atomique indicative 102.906;Période 5, groupe 9, état de référence Solide;Naturel, stable, primordial ou trace;Dépend des isotopes;Variable selon réservoir et forme chimique;Non quantifié;https://iupac.org/what-we-do/periodic-table-of-elements/;ENT
MAT-00121;Atomes et éléments;Métal de transition;Palladium;Pd;Entité;Confirmé officiellement;Numéro atomique 46, masse atomique indicative 106.42;Période 5, groupe 10, état de référence Solide;Naturel, stable, primordial ou trace;Dépend des isotopes;Variable selon réservoir et forme chimique;Non quantifié;https://iupac.org/what-we-do/periodic-table-of-elements/;ENT
MAT-00122;Atomes et éléments;Métal de transition;Silver;Ag;Entité;Confirmé officiellement;Numéro atomique 47, masse atomique indicative 107.868;Période 5, groupe 11, état de référence Solide;Naturel, stable, primordial ou trace;Dépend des isotopes;Variable selon réservoir et forme chimique;Non quantifié;https://iupac.org/what-we-do/periodic-table-of-elements/;ENT
MAT-00123;Atomes et éléments;Métal de transition;Cadmium;Cd;Entité;Confirmé officiellement;Numéro atomique 48, masse atomique indicative 112.412;Période 5, groupe 12, état de référence Solide;Naturel, stable, primordial ou trace;Dépend des isotopes;Variable selon réservoir et forme chimique;Non quantifié;https://iupac.org/what-we-do/periodic-table-of-elements/;ENT
MAT-00124;Atomes et éléments;Métal post-transition;Indium;In;Entité;Confirmé officiellement;Numéro atomique 49, masse atomique indicative 114.818;Période 5, groupe 13, état de référence Solide;Naturel, stable, primordial ou trace;Dépend des isotopes;Variable selon réservoir et forme chimique;Non quantifié;https://iupac.org/what-we-do/periodic-table-of-elements/;ENT
MAT-00125;Atomes et éléments;Métal post-transition;Tin;Sn;Entité;Confirmé officiellement;Numéro atomique 50, masse atomique indicative 118.711;Période 5, groupe 14, état de référence Solide;Naturel, stable, primordial ou trace;Dépend des isotopes;Variable selon réservoir et forme chimique;Non quantifié;https://iupac.org/what-we-do/periodic-table-of-elements/;ENT
MAT-00126;Atomes et éléments;Métalloïde;Antimony;Sb;Entité;Confirmé officiellement;Numéro atomique 51, masse atomique indicative 121.76;Période 5, groupe 15, état de référence Solide;Naturel, stable, primordial ou trace;Dépend des isotopes;Variable selon réservoir et forme chimique;Non quantifié;https://iupac.org/what-we-do/periodic-table-of-elements/;ENT
MAT-00127;Atomes et éléments;Métalloïde;Tellurium;Te;Entité;Confirmé officiellement;Numéro atomique 52, masse atomique indicative 127.6;Période 5, groupe 16, état de référence Solide;Naturel, stable, primordial ou trace;Dépend des isotopes;Variable selon réservoir et forme chimique;Non quantifié;https://iupac.org/what-we-do/periodic-table-of-elements/;ENT
MAT-00128;Atomes et éléments;Halogène;Iodine;I;Entité;Confirmé officiellement;Numéro atomique 53, masse atomique indicative 126.904;Période 5, groupe 17, état de référence Solide;Naturel, stable, primordial ou trace;Dépend des isotopes;Variable selon réservoir et forme chimique;Non quantifié;https://iupac.org/what-we-do/periodic-table-of-elements/;ENT
MAT-00129;Atomes et éléments;Gaz noble;Xenon;Xe;Entité;Confirmé officiellement;Numéro atomique 54, masse atomique indicative 131.29;Période 5, groupe 18, état de référence Gaz;Naturel, stable, primordial ou trace;Dépend des isotopes;Variable selon réservoir et forme chimique;Non quantifié;https://iupac.org/what-we-do/periodic-table-of-elements/;ENT
MAT-00130;Atomes et éléments;Métal alcalin;Caesium;Cs;Entité;Confirmé officiellement;Numéro atomique 55, masse atomique indicative 132.905;Période 6, groupe 1, état de référence Solide;Naturel, stable, primordial ou trace;Dépend des isotopes;Variable selon réservoir et forme chimique;Non quantifié;https://iupac.org/what-we-do/periodic-table-of-elements/;ENT
MAT-00131;Atomes et éléments;Métal alcalino-terreux;Barium;Ba;Entité;Confirmé officiellement;Numéro atomique 56, masse atomique indicative 137.328;Période 6, groupe 2, état de référence Solide;Naturel, stable, primordial ou trace;Dépend des isotopes;Variable selon réservoir et forme chimique;Non quantifié;https://iupac.org/what-we-do/periodic-table-of-elements/;ENT
MAT-00132;Atomes et éléments;Lanthanide;Lanthanum;La;Entité;Confirmé officiellement;Numéro atomique 57, masse atomique indicative 138.906;Période 6, groupe 3, état de référence Solide;Naturel, stable, primordial ou trace;Dépend des isotopes;Variable selon réservoir et forme chimique;Non quantifié;https://iupac.org/what-we-do/periodic-table-of-elements/;ENT
MAT-00133;Atomes et éléments;Lanthanide;Cerium;Ce;Entité;Confirmé officiellement;Numéro atomique 58, masse atomique indicative 140.116;Période 6, groupe Bloc f, état de référence Solide;Naturel, stable, primordial ou trace;Dépend des isotopes;Variable selon réservoir et forme chimique;Non quantifié;https://iupac.org/what-we-do/periodic-table-of-elements/;ENT
MAT-00134;Atomes et éléments;Lanthanide;Praseodymium;Pr;Entité;Confirmé officiellement;Numéro atomique 59, masse atomique indicative 140.908;Période 6, groupe Bloc f, état de référence Solide;Naturel, stable, primordial ou trace;Dépend des isotopes;Variable selon réservoir et forme chimique;Non quantifié;https://iupac.org/what-we-do/periodic-table-of-elements/;ENT
MAT-00135;Atomes et éléments;Lanthanide;Neodymium;Nd;Entité;Confirmé officiellement;Numéro atomique 60, masse atomique indicative 144.24;Période 6, groupe Bloc f, état de référence Solide;Naturel, stable, primordial ou trace;Dépend des isotopes;Variable selon réservoir et forme chimique;Non quantifié;https://iupac.org/what-we-do/periodic-table-of-elements/;ENT
MAT-00136;Atomes et éléments;Lanthanide;Promethium;Pm;Entité;Confirmé officiellement;Numéro atomique 61, masse atomique indicative 145.0;Période 6, groupe Bloc f, état de référence Solide;Naturel en traces et synthétique;Dépend des isotopes;Variable selon réservoir et forme chimique;Non quantifié;https://iupac.org/what-we-do/periodic-table-of-elements/;ENT
MAT-00137;Atomes et éléments;Lanthanide;Samarium;Sm;Entité;Confirmé officiellement;Numéro atomique 62, masse atomique indicative 150.36;Période 6, groupe Bloc f, état de référence Solide;Naturel, stable, primordial ou trace;Dépend des isotopes;Variable selon réservoir et forme chimique;Non quantifié;https://iupac.org/what-we-do/periodic-table-of-elements/;ENT
MAT-00138;Atomes et éléments;Lanthanide;Europium;Eu;Entité;Confirmé officiellement;Numéro atomique 63, masse atomique indicative 151.964;Période 6, groupe Bloc f, état de référence Solide;Naturel, stable, primordial ou trace;Dépend des isotopes;Variable selon réservoir et forme chimique;Non quantifié;https://iupac.org/what-we-do/periodic-table-of-elements/;ENT
MAT-00139;Atomes et éléments;Lanthanide;Gadolinium;Gd;Entité;Confirmé officiellement;Numéro atomique 64, masse atomique indicative 157.25;Période 6, groupe Bloc f, état de référence Solide;Naturel, stable, primordial ou trace;Dépend des isotopes;Variable selon réservoir et forme chimique;Non quantifié;https://iupac.org/what-we-do/periodic-table-of-elements/;ENT
